油站名称,油站编码,油品名称,罐号,油品编码,日期,历史销量,当天温度,当天油价,节假日,当时天气
岷江鱼嘴,MD04,0号 车用柴油(Ⅵ),1,300863,2023/6/30,2992,38,8807.27,工作日,晴
岷江鱼嘴,MD04,92号 车用汽油(ⅥB),2,300874,2023/6/30,5198,38,9600.4,工作日,晴
岷江鱼嘴,MD04,95号 车用汽油(ⅥB),4,300873,2023/6/30,2043,38,9853.37,工作日,晴
岷江青城,MD06,95号 车用汽油(ⅥB),1,300873,2023/6/30,9206,35.7,9853.37,工作日,小雨
岷江青城,MD06,92号 车用汽油(ⅥB),2,300874,2023/6/30,6973,35.7,9600.4,工作日,小雨
岷江青城,MD06,92号 车用汽油(ⅥB),3,300874,2023/6/30,7822,35.7,9600.4,工作日,小雨
岷江青城,MD06,0号 车用柴油(Ⅵ),4,300863,2023/6/30,3817,35.7,8807.27,工作日,小雨
岷江向峨,MD08,0号 车用柴油(Ⅵ),1,300863,2023/6/30,109,36.8,8807.27,工作日,阴
岷江向峨,MD08,92号 车用汽油(ⅥB),2,300874,2023/6/30,1180,36.8,9600.4,工作日,阴
岷江向峨,MD08,95号 车用汽油(ⅥB),3,300873,2023/6/30,282,36.8,9853.37,工作日,阴
岷江聚源,MD09,0号 车用柴油(Ⅵ),1,300863,2023/6/30,30953,30.7,8807.27,工作日,中雨
岷江聚源,MD09,0号 车用柴油(Ⅵ),2,300863,2023/6/30,33361,30.7,8807.27,工作日,中雨
岷江聚源,MD09,92号 车用汽油(ⅥB),3,300874,2023/6/30,2196,30.7,9600.4,工作日,中雨
岷江聚源,MD09,95号 车用汽油(ⅥB),4,300873,2023/6/30,3246,30.7,9853.37,工作日,中雨
岷江聚源,MD09,92号 车用汽油(ⅥB),5,300874,2023/6/30,6625,30.7,9600.4,工作日,中雨
岷江石羊,MD0A,0号 车用柴油(Ⅵ),1,300863,2023/6/30,2532,30.8,8807.27,工作日,小雨
岷江石羊,MD0A,92号 车用汽油(ⅥB),2,300874,2023/6/30,5161,30.8,9600.4,工作日,小雨
岷江石羊,MD0A,92号 车用汽油(ⅥB),3,300874,2023/6/30,2127,30.8,9600.4,工作日,小雨
岷江石羊,MD0A,95号 车用汽油(ⅥB),4,300873,2023/6/30,3160,30.8,9853.37,工作日,小雨
岷江经开区,MD0B,0号 车用柴油(Ⅵ),1,300863,2023/6/30,5954,37.2,8807.27,工作日,晴
岷江经开区,MD0B,0号 车用柴油(Ⅵ),2,300863,2023/6/30,9089,37.2,8807.27,工作日,晴
岷江经开区,MD0B,92号 车用汽油(ⅥB),3,300874,2023/6/30,12406,37.2,9600.4,工作日,晴
岷江经开区,MD0B,95号 车用汽油(ⅥB),4,300873,2023/6/30,6255,37.2,9853.37,工作日,晴
岷江滨河,MD0C,92号 车用汽油(ⅥB),1,300874,2023/6/30,3839,30.6,9600.4,工作日,中雨
岷江滨河,MD0C,0号 车用柴油(Ⅵ),2,300863,2023/6/30,1700,30.6,8807.27,工作日,中雨
岷江滨河,MD0C,95号 车用汽油(ⅥB),3,300873,2023/6/30,8065,30.6,9853.37,工作日,中雨
岷江滨河,MD0C,92号 车用汽油(ⅥB),4,300874,2023/6/30,6998,30.6,9600.4,工作日,中雨
岷江都江堰,MD0D,92号 车用汽油(ⅥB),1,300874,2023/6/30,5506,31.7,9600.4,工作日,小雨
岷江都江堰,MD0D,95号 车用汽油(ⅥB),2,300873,2023/6/30,5528,31.7,9853.37,工作日,小雨
岷江都江堰,MD0D,92号 车用汽油(ⅥB),3,300874,2023/6/30,3102,31.7,9600.4,工作日,小雨
岷江都江堰,MD0D,95号 车用汽油(ⅥB),4,300873,2023/6/30,3048,31.7,9853.37,工作日,小雨
岷江二王庙,MD0E,0号 车用柴油(Ⅵ),1,300863,2023/6/30,1533,34.4,8807.27,工作日,阴
岷江二王庙,MD0E,92号 车用汽油(ⅥB),2,300874,2023/6/30,5906,34.4,9600.4,工作日,阴
岷江二王庙,MD0E,95号 车用汽油(ⅥB),3,300873,2023/6/30,7644,34.4,9853.37,工作日,阴
岷江二王庙,MD0E,92号 车用汽油(ⅥB),4,300874,2023/6/30,5746,34.4,9600.4,工作日,阴
岷江柳街,MD0G,0号 车用柴油(Ⅵ),1,300863,2023/6/30,1606,31.4,8807.27,工作日,小雨
岷江柳街,MD0G,92号 车用汽油(ⅥB),2,300874,2023/6/30,112,31.4,9600.4,工作日,小雨
岷江柳街,MD0G,95号 车用汽油(ⅥB),3,300873,2023/6/30,1024,31.4,9853.37,工作日,小雨
岷江柳街,MD0G,92号 车用汽油(ⅥB),4,300874,2023/6/30,3787,31.4,9600.4,工作日,小雨
岷江蒲阳,MD0H,0号 车用柴油(Ⅵ),1,300863,2023/6/30,530,28.8,8807.27,工作日,晴
岷江蒲阳,MD0H,92号 车用汽油(ⅥB),2,300874,2023/6/30,1775,28.8,9600.4,工作日,晴
岷江蒲阳,MD0H,92号 车用汽油(ⅥB),3,300874,2023/6/30,2346,28.8,9600.4,工作日,晴
岷江蒲阳,MD0H,95号 车用汽油(ⅥB),4,300873,2023/6/30,951,28.8,9853.37,工作日,晴
岷江驾虹,MD0I,0号 车用柴油(Ⅵ),1,300863,2023/6/30,2777,28.2,8807.27,工作日,小雨
岷江驾虹,MD0I,92号 车用汽油(ⅥB),2,300874,2023/6/30,2989,28.2,9600.4,工作日,小雨
岷江驾虹,MD0I,95号 车用汽油(ⅥB),3,300873,2023/6/30,997,28.2,9853.37,工作日,小雨
岷江驾虹,MD0I,92号 车用汽油(ⅥB),4,300874,2023/6/30,2018,28.2,9600.4,工作日,小雨
岷江迎宾,MD0J,0号 车用柴油(Ⅵ),1,300863,2023/6/30,777,35.6,8807.27,工作日,小雨
岷江迎宾,MD0J,95号 车用汽油(ⅥB),3,300873,2023/6/30,14567,35.6,9853.37,工作日,小雨
岷江迎宾,MD0J,92号 车用汽油(ⅥB),4,300874,2023/6/30,16453,35.6,9600.4,工作日,小雨
岷江沙西,MD0K,92号 车用汽油(ⅥB),1,300874,2023/6/30,1280,26.8,9600.4,工作日,阴
岷江沙西,MD0K,95号 车用汽油(ⅥB),2,300873,2023/6/30,3711,26.8,9853.37,工作日,阴
岷江沙西,MD0K,92号 车用汽油(ⅥB),3,300874,2023/6/30,6707,26.8,9600.4,工作日,阴
岷江沙西,MD0K,0号 车用柴油(Ⅵ),4,300863,2023/6/30,921,26.8,8807.27,工作日,阴
岷江安达,MD0L,0号 车用柴油(Ⅵ),1,300863,2023/6/30,1110,34.8,8807.27,工作日,阴
岷江安达,MD0L,92号 车用汽油(ⅥB),2,300874,2023/6/30,6748,34.8,9600.4,工作日,阴
岷江安达,MD0L,95号 车用汽油(ⅥB),3,300873,2023/6/30,2584,34.8,9853.37,工作日,阴
岷江安达,MD0L,95号 车用汽油(ⅥB),4,300873,2023/6/30,1257,34.8,9853.37,工作日,阴
岷江天府,MD0M,0号 车用柴油(Ⅵ),1,300863,2023/6/30,1619,34.1,8807.27,工作日,小雨
岷江天府,MD0M,92号 车用汽油(ⅥB),2,300874,2023/6/30,4790,34.1,9600.4,工作日,小雨
岷江天府,MD0M,92号 车用汽油(ⅥB),3,300874,2023/6/30,456,34.1,9600.4,工作日,小雨
岷江天府,MD0M,95号 车用汽油(ⅥB),4,300873,2023/6/30,3063,34.1,9853.37,工作日,小雨
岷江瓦切,MD20,0号 车用柴油(Ⅵ),1,300863,2023/6/30,2744,33,8807.27,工作日,小雨
岷江瓦切,MD20,92号 车用汽油(ⅥB),2,300874,2023/6/30,4391,33,9600.4,工作日,小雨
岷江瓦切,MD20,95号 车用汽油(ⅥB),3,300873,2023/6/30,1688,33,9853.37,工作日,小雨
岷江瓦切,MD20,92号 车用汽油(ⅥB),4,300874,2023/6/30,2574,33,9600.4,工作日,小雨
岷江红原,MD21,92号 车用汽油(ⅥB),1,300874,2023/6/30,13134,38.1,9600.4,工作日,中雨
岷江红原,MD21,0号 车用柴油(Ⅵ),2,300863,2023/6/30,6832,38.1,8807.27,工作日,中雨
岷江红原,MD21,95号 车用汽油(ⅥB),3,300873,2023/6/30,3493,38.1,9853.37,工作日,中雨
岷江红原,MD21,95号 车用汽油(ⅥB),4,300873,2023/6/30,3452,38.1,9853.37,工作日,中雨
岷江刷经寺,MD23,0号 车用柴油(Ⅵ),1,300863,2023/6/30,6659,28.5,8807.27,工作日,中雨
岷江刷经寺,MD23,92号 车用汽油(ⅥB),2,300874,2023/6/30,5808,28.5,9600.4,工作日,中雨
岷江刷经寺,MD23,95号 车用汽油(ⅥB),3,300873,2023/6/30,5304,28.5,9853.37,工作日,中雨
岷江刷经寺,MD23,92号 车用汽油(ⅥB),4,300874,2023/6/30,2016,28.5,9600.4,工作日,中雨
岷江刷经寺,MD23,0号 车用柴油(Ⅵ),5,300863,2023/6/30,2082,28.5,8807.27,工作日,中雨
岷江阿坝,MD24,0号 车用柴油(Ⅵ),1,300863,2023/6/30,13264,27,8807.27,工作日,中雨
岷江阿坝,MD24,92号 车用汽油(ⅥB),2,300874,2023/6/30,8640,27,9600.4,工作日,中雨
岷江阿坝,MD24,95号 车用汽油(ⅥB),3,300873,2023/6/30,6044,27,9853.37,工作日,中雨
岷江阿坝,MD24,92号 车用汽油(ⅥB),4,300874,2023/6/30,2810,27,9600.4,工作日,中雨
岷江龙日坝,MD25,0号 车用柴油(Ⅵ),1,300863,2023/6/30,4161,26.9,8807.27,工作日,小雨
岷江龙日坝,MD25,92号 车用汽油(ⅥB),2,300874,2023/6/30,6478,26.9,9600.4,工作日,小雨
岷江龙日坝,MD25,0号 车用柴油(Ⅵ),3,300863,2023/6/30,2461,26.9,8807.27,工作日,小雨
岷江龙日坝,MD25,92号 车用汽油(ⅥB),4,300874,2023/6/30,2183,26.9,9600.4,工作日,小雨
岷江龙日坝,MD25,95号 车用汽油(ⅥB),5,300873,2023/6/30,3049,26.9,9853.37,工作日,小雨
岷江唐克,MD26,92号 车用汽油(ⅥB),1,300874,2023/6/30,3878,37.3,9600.4,工作日,阴
岷江唐克,MD26,95号 车用汽油(ⅥB),2,300873,2023/6/30,3931,37.3,9853.37,工作日,阴
岷江唐克,MD26,92号 车用汽油(ⅥB),3,300874,2023/6/30,6356,37.3,9600.4,工作日,阴
岷江唐克,MD26,0号 车用柴油(Ⅵ),4,300863,2023/6/30,2154,37.3,8807.27,工作日,阴
岷江红光,MD27,0号 车用柴油(Ⅵ),1,300863,2023/6/30,11805,38.9,8807.27,工作日,阴
岷江红光,MD27,92号 车用汽油(ⅥB),2,300874,2023/6/30,9131,38.9,9600.4,工作日,阴
岷江红光,MD27,95号 车用汽油(ⅥB),3,300873,2023/6/30,6325,38.9,9853.37,工作日,阴
岷江红光,MD27,92号 车用汽油(ⅥB),4,300874,2023/6/30,912,38.9,9600.4,工作日,阴
川主寺东北,MD28,0号 车用柴油(Ⅵ),1,300863,2023/6/30,35675,28.3,8807.27,工作日,晴
川主寺东北,MD28,92号 车用汽油(ⅥB),2,300874,2023/6/30,3184,28.3,9600.4,工作日,晴
川主寺东北,MD28,92号 车用汽油(ⅥB),3,300874,2023/6/30,2507,28.3,9600.4,工作日,晴
川主寺东北,MD28,95号 车用汽油(ⅥB),4,300873,2023/6/30,1946,28.3,9853.37,工作日,晴
岷江班佑,MD29,0号 车用柴油(Ⅵ),1,300863,2023/6/30,2770,38.5,8807.27,工作日,晴
岷江班佑,MD29,92号 车用汽油(ⅥB),2,300874,2023/6/30,619,38.5,9600.4,工作日,晴
岷江班佑,MD29,95号 车用汽油(ⅥB),3,300873,2023/6/30,2257,38.5,9853.37,工作日,晴
岷江班佑,MD29,92号 车用汽油(ⅥB),4,300874,2023/6/30,4393,38.5,9600.4,工作日,晴
岷江花湖,MD2A,0号 车用柴油(Ⅵ),1,300863,2023/6/30,4747,28.3,8807.27,工作日,中雨
岷江花湖,MD2A,92号 车用汽油(ⅥB),2,300874,2023/6/30,13396,28.3,9600.4,工作日,中雨
岷江花湖,MD2A,95号 车用汽油(ⅥB),3,300873,2023/6/30,3544,28.3,9853.37,工作日,中雨
岷江花湖,MD2A,0号 车用柴油(Ⅵ),4,300863,2023/6/30,13290,28.3,8807.27,工作日,中雨
查理寺加油站,MD2B,92号 车用汽油(ⅥB),1,300874,2023/6/30,3555,32.3,9600.4,工作日,小雨
查理寺加油站,MD2B,0号 车用柴油(Ⅵ),2,300863,2023/6/30,549,32.3,8807.27,工作日,小雨
查理寺加油站,MD2B,95号 车用汽油(ⅥB),4,300873,2023/6/30,1386,32.3,9853.37,工作日,小雨
岷江沟口,MD40,92号 车用汽油(ⅥB),1,300874,2023/6/30,2632,27.4,9600.4,工作日,阴
岷江沟口,MD40,95号 车用汽油(ⅥB),2,300873,2023/6/30,2721,27.4,9853.37,工作日,阴
岷江沟口,MD40,92号 车用汽油(ⅥB),3,300874,2023/6/30,4832,27.4,9600.4,工作日,阴
岷江沟口,MD40,0号 车用柴油(Ⅵ),4,300863,2023/6/30,2239,27.4,8807.27,工作日,阴
岷江沟口,MD40,0号 车用柴油(Ⅵ),5,300863,2023/6/30,2130,27.4,8807.27,工作日,阴
岷江机场,MD41,95号 车用汽油(ⅥB),1,300873,2023/6/30,3399,33.2,9853.37,工作日,中雨
岷江机场,MD41,92号 车用汽油(ⅥB),2,300874,2023/6/30,6084,33.2,9600.4,工作日,中雨
岷江机场,MD41,0号 车用柴油(Ⅵ),3,300863,2023/6/30,6176,33.2,8807.27,工作日,中雨
岷江机场,MD41,92号 车用汽油(ⅥB),4,300874,2023/6/30,1538,33.2,9600.4,工作日,中雨
岷江安乐,MD42,95号 车用汽油(ⅥB),1,300873,2023/6/30,1799,30.3,9853.37,工作日,晴
岷江安乐,MD42,92号 车用汽油(ⅥB),2,300874,2023/6/30,3022,30.3,9600.4,工作日,晴
岷江安乐,MD42,92号 车用汽油(ⅥB),3,300874,2023/6/30,1843,30.3,9600.4,工作日,晴
岷江安乐,MD42,92号 车用汽油(ⅥB),4,300874,2023/6/30,1244,30.3,9600.4,工作日,晴
岷江安乐,MD42,0号 车用柴油(Ⅵ),6,300863,2023/6/30,1624,30.3,8807.27,工作日,晴
岷江松潘,MD43,0号 车用柴油(Ⅵ),1,300863,2023/6/30,8927,33.9,8807.27,工作日,晴
岷江松潘,MD43,92号 车用汽油(ⅥB),2,300874,2023/6/30,12189,33.9,9600.4,工作日,晴
岷江松潘,MD43,95号 车用汽油(ⅥB),3,300873,2023/6/30,8359,33.9,9853.37,工作日,晴
岷江松潘,MD43,92号 车用汽油(ⅥB),4,300874,2023/6/30,6422,33.9,9600.4,工作日,晴
岷江漳扎,MD44,0号 车用柴油(Ⅵ),1,300863,2023/6/30,2240,26.1,8807.27,工作日,中雨
岷江漳扎,MD44,92号 车用汽油(ⅥB),2,300874,2023/6/30,6488,26.1,9600.4,工作日,中雨
岷江漳扎,MD44,95号 车用汽油(ⅥB),3,300873,2023/6/30,3782,26.1,9853.37,工作日,中雨
岷江漳扎,MD44,92号 车用汽油(ⅥB),4,300874,2023/6/30,471,26.1,9600.4,工作日,中雨
岷江双河,MD46,0号 车用柴油(Ⅵ),1,300863,2023/6/30,4523,28.3,8807.27,工作日,晴
岷江双河,MD46,0号 车用柴油(Ⅵ),2,300863,2023/6/30,2680,28.3,8807.27,工作日,晴
岷江双河,MD46,95号 车用汽油(ⅥB),3,300873,2023/6/30,2142,28.3,9853.37,工作日,晴
岷江双河,MD46,92号 车用汽油(ⅥB),4,300874,2023/6/30,5191,28.3,9600.4,工作日,晴
岷江长征,MD47,0号 车用柴油(Ⅵ),1,300863,2023/6/30,2078,27.7,8807.27,工作日,晴
岷江长征,MD47,92号 车用汽油(ⅥB),2,300874,2023/6/30,3090,27.7,9600.4,工作日,晴
岷江长征,MD47,95号 车用汽油(ⅥB),3,300873,2023/6/30,3085,27.7,9853.37,工作日,晴
岷江长征,MD47,92号 车用汽油(ⅥB),4,300874,2023/6/30,1112,27.7,9600.4,工作日,晴
岷江黄龙景区,MD48,95号 车用汽油(ⅥB),1,300873,2023/6/30,1335,34.7,9853.37,工作日,中雨
岷江黄龙景区,MD48,0号 车用柴油(Ⅵ),2,300863,2023/6/30,2796,34.7,8807.27,工作日,中雨
岷江黄龙景区,MD48,92号 车用汽油(ⅥB),3,300874,2023/6/30,1203,34.7,9600.4,工作日,中雨
岷江黄龙景区,MD48,92号 车用汽油(ⅥB),4,300874,2023/6/30,1309,34.7,9600.4,工作日,中雨
岷江黑河,MD49,0号 车用柴油(Ⅵ),1,300863,2023/6/30,241,38.1,8807.27,工作日,中雨
岷江黑河,MD49,0号 车用柴油(Ⅵ),2,300863,2023/6/30,190,38.1,8807.27,工作日,中雨
岷江黑河,MD49,92号 车用汽油(ⅥB),3,300874,2023/6/30,2007,38.1,9600.4,工作日,中雨
岷江黑河,MD49,95号 车用汽油(ⅥB),4,300873,2023/6/30,466,38.1,9853.37,工作日,中雨
岷江马尔康,MD60,0号 车用柴油(Ⅵ),1,300863,2023/6/30,6273,29,8807.27,工作日,中雨
岷江马尔康,MD60,95号 车用汽油(ⅥB),2,300873,2023/6/30,7416,29,9853.37,工作日,中雨
岷江马尔康,MD60,92号 车用汽油(ⅥB),4,300874,2023/6/30,11343,29,9600.4,工作日,中雨
岷江四姑娘山,MD63,0号 车用柴油(Ⅵ),2,300863,2023/6/30,5590,36.1,8807.27,工作日,晴
岷江四姑娘山,MD63,95号 车用汽油(ⅥB),3,300873,2023/6/30,3331,36.1,9853.37,工作日,晴
岷江四姑娘山,MD63,92号 车用汽油(ⅥB),4,300874,2023/6/30,7472,36.1,9600.4,工作日,晴
岷江观音桥,MD64,0号 车用柴油(Ⅵ),1,300863,2023/6/30,1339,27.7,8807.27,工作日,晴
岷江观音桥,MD64,95号 车用汽油(ⅥB),2,300873,2023/6/30,2812,27.7,9853.37,工作日,晴
岷江观音桥,MD64,92号 车用汽油(ⅥB),3,300874,2023/6/30,4938,27.7,9600.4,工作日,晴
岷江观音桥,MD64,0号 车用柴油(Ⅵ),4,300863,2023/6/30,1194,27.7,8807.27,工作日,晴
岷江金川,MD65,95号 车用汽油(ⅥB),1,300873,2023/6/30,1176,37,9853.37,工作日,中雨
岷江金川,MD65,92号 车用汽油(ⅥB),2,300874,2023/6/30,4156,37,9600.4,工作日,中雨
岷江金川,MD65,0号 车用柴油(Ⅵ),3,300863,2023/6/30,1751,37,8807.27,工作日,中雨
岷江壤塘,MD66,0号 车用柴油(Ⅵ),1,300863,2023/6/30,6544,37.6,8807.27,工作日,阴
岷江壤塘,MD66,95号 车用汽油(ⅥB),2,300873,2023/6/30,3776,37.6,9853.37,工作日,阴
岷江壤塘,MD66,92号 车用汽油(ⅥB),3,300874,2023/6/30,2639,37.6,9600.4,工作日,阴
岷江壤塘,MD66,92号 车用汽油(ⅥB),4,300874,2023/6/30,5644,37.6,9600.4,工作日,阴
岷江朱家河坝,MD68,0号 车用柴油(Ⅵ),1,300863,2023/6/30,2247,37.1,8807.27,工作日,中雨
岷江朱家河坝,MD68,92号 车用汽油(ⅥB),2,300874,2023/6/30,9920,37.1,9600.4,工作日,中雨
岷江朱家河坝,MD68,95号 车用汽油(ⅥB),3,300873,2023/6/30,5117,37.1,9853.37,工作日,中雨
岷江朱家河坝,MD68,0号 车用柴油(Ⅵ),4,300863,2023/6/30,3384,37.1,8807.27,工作日,中雨
金哈达,MD6B,0号 车用柴油(Ⅵ),1,300863,2023/6/30,473,37.2,8807.27,工作日,小雨
金哈达,MD6B,0号 车用柴油(Ⅵ),2,300863,2023/6/30,1069,37.2,8807.27,工作日,小雨
金哈达,MD6B,92号 车用汽油(ⅥB),3,300874,2023/6/30,3536,37.2,9600.4,工作日,小雨
金哈达,MD6B,95号 车用汽油(ⅥB),4,300873,2023/6/30,1705,37.2,9853.37,工作日,小雨
新四姑娘山,MD6E,0号 车用柴油(Ⅵ),1,300863,2023/6/30,0,31,8807.27,工作日,中雨
新四姑娘山,MD6E,92号 车用汽油(ⅥB),2,300874,2023/6/30,6126,31,9600.4,工作日,中雨
新四姑娘山,MD6E,95号 车用汽油(ⅥB),3,300873,2023/6/30,4487,31,9853.37,工作日,中雨
新四姑娘山,MD6E,92号 车用汽油(ⅥB),4,300874,2023/6/30,1355,31,9600.4,工作日,中雨
新四姑娘山,MD6E,0号 车用柴油(Ⅵ),5,300863,2023/6/30,951,31,8807.27,工作日,中雨
马尔康俄而雅,MD6F,0号 车用柴油(Ⅵ),1,300863,2023/6/30,11510,32,8807.27,工作日,晴
马尔康俄而雅,MD6F,0号 车用柴油(Ⅵ),2,300863,2023/6/30,3150,32,8807.27,工作日,晴
马尔康俄而雅,MD6F,92号 车用汽油(ⅥB),3,300874,2023/6/30,11514,32,9600.4,工作日,晴
马尔康俄而雅,MD6F,92号 车用汽油(ⅥB),4,300874,2023/6/30,3565,32,9600.4,工作日,晴
马尔康俄而雅,MD6F,95号 车用汽油(ⅥB),5,300873,2023/6/30,7309,32,9853.37,工作日,晴
岷江千禧,MD80,0号 车用柴油(Ⅵ),1,300863,2023/6/30,1404,27.8,8807.27,工作日,阴
岷江千禧,MD80,92号 车用汽油(ⅥB),2,300874,2023/6/30,3121,27.8,9600.4,工作日,阴
岷江千禧,MD80,95号 车用汽油(ⅥB),3,300873,2023/6/30,2955,27.8,9853.37,工作日,阴
岷江千禧,MD80,92号 车用汽油(ⅥB),4,300874,2023/6/30,3086,27.8,9600.4,工作日,阴
岷江万里,MD82,95号 车用汽油(ⅥB),2,300873,2023/6/30,2343,27.6,9853.37,工作日,晴
岷江万里,MD82,92号 车用汽油(ⅥB),3,300874,2023/6/30,4437,27.6,9600.4,工作日,晴
岷江万里,MD82,0号 车用柴油(Ⅵ),4,300863,2023/6/30,667,27.6,8807.27,工作日,晴
岷江金山,MD83,92号 车用汽油(ⅥB),1,300874,2023/6/30,1817,31.6,9600.4,工作日,阴
岷江金山,MD83,95号 车用汽油(ⅥB),2,300873,2023/6/30,210,31.6,9853.37,工作日,阴
岷江金山,MD83,0号 车用柴油(Ⅵ),3,300863,2023/6/30,447,31.6,8807.27,工作日,阴
岷江兴桥,MD84,0号 车用柴油(Ⅵ),1,300863,2023/6/30,346,31.7,8807.27,工作日,中雨
岷江兴桥,MD84,92号 车用汽油(ⅥB),2,300874,2023/6/30,1253,31.7,9600.4,工作日,中雨
岷江兴桥,MD84,95号 车用汽油(ⅥB),3,300873,2023/6/30,597,31.7,9853.37,工作日,中雨
岷江兴桥,MD84,92号 车用汽油(ⅥB),4,300874,2023/6/30,1168,31.7,9600.4,工作日,中雨
岷江升平,MD85,0号 车用柴油(Ⅵ),1,300863,2023/6/30,617,30.3,8807.27,工作日,晴
岷江升平,MD85,92号 车用汽油(ⅥB),2,300874,2023/6/30,3087,30.3,9600.4,工作日,晴
岷江升平,MD85,95号 车用汽油(ⅥB),3,300873,2023/6/30,701,30.3,9853.37,工作日,晴
岷江彭北,MD86,92号 车用汽油(ⅥB),1,300874,2023/6/30,8654,34.9,9600.4,工作日,中雨
岷江彭北,MD86,92号 车用汽油(ⅥB),2,300874,2023/6/30,8240,34.9,9600.4,工作日,中雨
岷江彭北,MD86,95号 车用汽油(ⅥB),3,300873,2023/6/30,14138,34.9,9853.37,工作日,中雨
岷江彭北,MD86,0号 车用柴油(Ⅵ),4,300863,2023/6/30,3759,34.9,8807.27,工作日,中雨
岷江百贤,MD88,0号 车用柴油(Ⅵ),1,300863,2023/6/30,242,32.3,8807.27,工作日,晴
岷江百贤,MD88,92号 车用汽油(ⅥB),2,300874,2023/6/30,143,32.3,9600.4,工作日,晴
岷江百贤,MD88,92号 车用汽油(ⅥB),3,300874,2023/6/30,1250,32.3,9600.4,工作日,晴
岷江百贤,MD88,95号 车用汽油(ⅥB),4,300873,2023/6/30,440,32.3,9853.37,工作日,晴
岷江九尺,MD89,95号 车用汽油(ⅥB),1,300873,2023/6/30,2371,37.4,9853.37,工作日,小雨
岷江九尺,MD89,92号 车用汽油(ⅥB),2,300874,2023/6/30,818,37.4,9600.4,工作日,小雨
岷江九尺,MD89,0号 车用柴油(Ⅵ),3,300863,2023/6/30,3391,37.4,8807.27,工作日,小雨
岷江九尺,MD89,92号 车用汽油(ⅥB),4,300874,2023/6/30,5493,37.4,9600.4,工作日,小雨
岷江牡丹,MD8B,0号 车用柴油(Ⅵ),1,300863,2023/6/30,6259,30.4,8807.27,工作日,中雨
岷江牡丹,MD8B,92号 车用汽油(ⅥB),2,300874,2023/6/30,9456,30.4,9600.4,工作日,中雨
岷江牡丹,MD8B,95号 车用汽油(ⅥB),3,300873,2023/6/30,5427,30.4,9853.37,工作日,中雨
岷江光辉,MD8C,0号 车用柴油(Ⅵ),1,300863,2023/6/30,1295,32.5,8807.27,工作日,中雨
岷江光辉,MD8C,92号 车用汽油(ⅥB),2,300874,2023/6/30,1850,32.5,9600.4,工作日,中雨
岷江光辉,MD8C,95号 车用汽油(ⅥB),3,300873,2023/6/30,920,32.5,9853.37,工作日,中雨
岷江虎形,MD8D,95号 车用汽油(ⅥB),2,300873,2023/6/30,601,27.4,9853.37,工作日,中雨
岷江虎形,MD8D,92号 车用汽油(ⅥB),3,300874,2023/6/30,3336,27.4,9600.4,工作日,中雨
岷江虎形,MD8D,0号 车用柴油(Ⅵ),4,300863,2023/6/30,5115,27.4,8807.27,工作日,中雨
岷江小鱼洞,MD8E,95号 车用汽油(ⅥB),1,300873,2023/6/30,2498,33.4,9853.37,工作日,阴
岷江小鱼洞,MD8E,92号 车用汽油(ⅥB),2,300874,2023/6/30,6131,33.4,9600.4,工作日,阴
岷江小鱼洞,MD8E,0号 车用柴油(Ⅵ),3,300863,2023/6/30,646,33.4,8807.27,工作日,阴
岷江小鱼洞,MD8E,0号 车用柴油(Ⅵ),4,300863,2023/6/30,862,33.4,8807.27,工作日,阴
岷江天益,MD8F,0号 车用柴油(Ⅵ),1,300863,2023/6/30,35626,34.3,8807.27,工作日,小雨
岷江天益,MD8F,0号 车用柴油(Ⅵ),2,300863,2023/6/30,34446,34.3,8807.27,工作日,小雨
岷江天益,MD8F,95号 车用汽油(ⅥB),3,300873,2023/6/30,1828,34.3,9853.37,工作日,小雨
岷江天益,MD8F,92号 车用汽油(ⅥB),4,300874,2023/6/30,6498,34.3,9600.4,工作日,小雨
岷江金彭,MD8H,0号 车用柴油(Ⅵ),1,300863,2023/6/30,2463,33.1,8807.27,工作日,阴
岷江金彭,MD8H,92号 车用汽油(ⅥB),2,300874,2023/6/30,4150,33.1,9600.4,工作日,阴
岷江金彭,MD8H,95号 车用汽油(ⅥB),3,300873,2023/6/30,4834,33.1,9853.37,工作日,阴
岷江金彭,MD8H,92号 车用汽油(ⅥB),4,300874,2023/6/30,2541,33.1,9600.4,工作日,阴
岷江石化一站,MD8J,0号 车用柴油(Ⅵ),1,300863,2023/6/30,19754,32.9,8807.27,工作日,小雨
岷江石化一站,MD8J,92号 车用汽油(ⅥB),2,300874,2023/6/30,441,32.9,9600.4,工作日,小雨
岷江石化一站,MD8J,92号 车用汽油(ⅥB),3,300874,2023/6/30,11691,32.9,9600.4,工作日,小雨
岷江石化一站,MD8J,95号 车用汽油(ⅥB),4,300873,2023/6/30,5704,32.9,9853.37,工作日,小雨
成绵复线A站,MD8K,92号 车用汽油(ⅥB),1,300874,2023/6/30,1776,30.7,9600.4,工作日,晴
成绵复线A站,MD8K,95号 车用汽油(ⅥB),2,300873,2023/6/30,5146,30.7,9853.37,工作日,晴
成绵复线A站,MD8K,92号 车用汽油(ⅥB),3,300874,2023/6/30,5265,30.7,9600.4,工作日,晴
成绵复线A站,MD8K,0号 车用柴油(Ⅵ),4,300863,2023/6/30,3360,30.7,8807.27,工作日,晴
成绵复线A站,MD8K,0号 车用柴油(Ⅵ),5,300863,2023/6/30,2739,30.7,8807.27,工作日,晴
