油站名称,油站编码,油品名称,罐号,油品编码,日期,历史销量,当天温度,当天油价,节假日,当时天气
岷江百贤,MD88,92号 车用汽油(ⅥB),2,300874,2023/6/17,384,37.3,9600.4,周末,晴
岷江百贤,MD88,92号 车用汽油(ⅥB),3,300874,2023/6/17,1280,37.3,9600.4,周末,晴
岷江百贤,MD88,95号 车用汽油(ⅥB),4,300873,2023/6/17,533,37.3,9853.37,周末,晴
岷江九尺,MD89,95号 车用汽油(ⅥB),1,300873,2023/6/17,2451,27.2,9853.37,周末,晴
岷江九尺,MD89,92号 车用汽油(ⅥB),2,300874,2023/6/17,1540,27.2,9600.4,周末,晴
岷江九尺,MD89,0号 车用柴油(Ⅵ),3,300863,2023/6/17,2555,27.2,8807.27,周末,晴
岷江九尺,MD89,92号 车用汽油(ⅥB),4,300874,2023/6/17,5597,27.2,9600.4,周末,晴
岷江牡丹,MD8B,0号 车用柴油(Ⅵ),1,300863,2023/6/17,4470,35.8,8807.27,周末,阴
岷江牡丹,MD8B,92号 车用汽油(ⅥB),2,300874,2023/6/17,11306,35.8,9600.4,周末,阴
岷江牡丹,MD8B,95号 车用汽油(ⅥB),3,300873,2023/6/17,6873,35.8,9853.37,周末,阴
岷江光辉,MD8C,0号 车用柴油(Ⅵ),1,300863,2023/6/17,1601,26.3,8807.27,周末,晴
岷江光辉,MD8C,92号 车用汽油(ⅥB),2,300874,2023/6/17,1517,26.3,9600.4,周末,晴
岷江光辉,MD8C,95号 车用汽油(ⅥB),3,300873,2023/6/17,580,26.3,9853.37,周末,晴
岷江虎形,MD8D,95号 车用汽油(ⅥB),2,300873,2023/6/17,1226,29.9,9853.37,周末,阴
岷江虎形,MD8D,92号 车用汽油(ⅥB),3,300874,2023/6/17,3129,29.9,9600.4,周末,阴
岷江虎形,MD8D,0号 车用柴油(Ⅵ),4,300863,2023/6/17,4949,29.9,8807.27,周末,阴
岷江小鱼洞,MD8E,95号 车用汽油(ⅥB),1,300873,2023/6/17,1580,38.2,9853.37,周末,阴
岷江小鱼洞,MD8E,92号 车用汽油(ⅥB),2,300874,2023/6/17,3485,38.2,9600.4,周末,阴
岷江小鱼洞,MD8E,0号 车用柴油(Ⅵ),3,300863,2023/6/17,803,38.2,8807.27,周末,阴
岷江小鱼洞,MD8E,0号 车用柴油(Ⅵ),4,300863,2023/6/17,522,38.2,8807.27,周末,阴
岷江天益,MD8F,0号 车用柴油(Ⅵ),1,300863,2023/6/17,43581,37.1,8807.27,周末,晴
岷江天益,MD8F,0号 车用柴油(Ⅵ),2,300863,2023/6/17,43566,37.1,8807.27,周末,晴
岷江天益,MD8F,95号 车用汽油(ⅥB),3,300873,2023/6/17,1877,37.1,9853.37,周末,晴
岷江天益,MD8F,92号 车用汽油(ⅥB),4,300874,2023/6/17,5035,37.1,9600.4,周末,晴
岷江金彭,MD8H,0号 车用柴油(Ⅵ),1,300863,2023/6/17,2547,37,8807.27,周末,中雨
岷江金彭,MD8H,92号 车用汽油(ⅥB),2,300874,2023/6/17,5020,37,9600.4,周末,中雨
岷江金彭,MD8H,95号 车用汽油(ⅥB),3,300873,2023/6/17,4595,37,9853.37,周末,中雨
岷江金彭,MD8H,92号 车用汽油(ⅥB),4,300874,2023/6/17,2369,37,9600.4,周末,中雨
岷江石化一站,MD8J,0号 车用柴油(Ⅵ),1,300863,2023/6/17,21575,32,8807.27,周末,晴
岷江石化一站,MD8J,92号 车用汽油(ⅥB),2,300874,2023/6/17,642,32,9600.4,周末,晴
岷江石化一站,MD8J,92号 车用汽油(ⅥB),3,300874,2023/6/17,11785,32,9600.4,周末,晴
岷江石化一站,MD8J,95号 车用汽油(ⅥB),4,300873,2023/6/17,5788,32,9853.37,周末,晴
成绵复线A站,MD8K,92号 车用汽油(ⅥB),1,300874,2023/6/17,2045,37.1,9600.4,周末,小雨
成绵复线A站,MD8K,95号 车用汽油(ⅥB),2,300873,2023/6/17,4664,37.1,9853.37,周末,小雨
成绵复线A站,MD8K,92号 车用汽油(ⅥB),3,300874,2023/6/17,5250,37.1,9600.4,周末,小雨
成绵复线A站,MD8K,0号 车用柴油(Ⅵ),4,300863,2023/6/17,3278,37.1,8807.27,周末,小雨
成绵复线A站,MD8K,0号 车用柴油(Ⅵ),5,300863,2023/6/17,3435,37.1,8807.27,周末,小雨
成绵复线B站,MD8L,92号 车用汽油(ⅥB),1,300874,2023/6/17,3395,34.2,9600.4,周末,小雨
成绵复线B站,MD8L,95号 车用汽油(ⅥB),2,300873,2023/6/17,6813,34.2,9853.37,周末,小雨
成绵复线B站,MD8L,92号 车用汽油(ⅥB),3,300874,2023/6/17,4196,34.2,9600.4,周末,小雨
成绵复线B站,MD8L,0号 车用柴油(Ⅵ),4,300863,2023/6/17,4585,34.2,8807.27,周末,小雨
成绵复线B站,MD8L,0号 车用柴油(Ⅵ),5,300863,2023/6/17,5373,34.2,8807.27,周末,小雨
岷江福利,MDC0,92号 车用汽油(ⅥB),1,300874,2023/6/17,6107,31.6,9600.4,周末,阴
岷江福利,MDC0,92号 车用汽油(ⅥB),2,300874,2023/6/17,453,31.6,9600.4,周末,阴
岷江福利,MDC0,95号 车用汽油(ⅥB),3,300873,2023/6/17,2974,31.6,9853.37,周末,阴
岷江福利,MDC0,0号 车用柴油(Ⅵ),4,300863,2023/6/17,1377,31.6,8807.27,周末,阴
岷江红叶,MDC2,0号 车用柴油(Ⅵ),1,300863,2023/6/17,2158,33.4,8807.27,周末,晴
岷江红叶,MDC2,0号 车用柴油(Ⅵ),2,300863,2023/6/17,866,33.4,8807.27,周末,晴
岷江红叶,MDC2,92号 车用汽油(ⅥB),3,300874,2023/6/17,5161,33.4,9600.4,周末,晴
岷江红叶,MDC2,92号 车用汽油(ⅥB),4,300874,2023/6/17,2583,33.4,9600.4,周末,晴
岷江红叶,MDC2,95号 车用汽油(ⅥB),5,300873,2023/6/17,2969,33.4,9853.37,周末,晴
岷江茂县,MDC3,0号 车用柴油(Ⅵ),1,300863,2023/6/17,2176,30.3,8807.27,周末,晴
岷江茂县,MDC3,95号 车用汽油(ⅥB),2,300873,2023/6/17,3402,30.3,9853.37,周末,晴
岷江茂县,MDC3,92号 车用汽油(ⅥB),3,300874,2023/6/17,3750,30.3,9600.4,周末,晴
岷江茂县,MDC3,92号 车用汽油(ⅥB),4,300874,2023/6/17,4807,30.3,9600.4,周末,晴
岷江芦花,MDC4,0号 车用柴油(Ⅵ),1,300863,2023/6/17,4045,36.4,8807.27,周末,小雨
岷江芦花,MDC4,92号 车用汽油(ⅥB),2,300874,2023/6/17,4924,36.4,9600.4,周末,小雨
岷江芦花,MDC4,95号 车用汽油(ⅥB),3,300873,2023/6/17,2635,36.4,9853.37,周末,小雨
岷江芦花,MDC4,92号 车用汽油(ⅥB),4,300874,2023/6/17,3969,36.4,9600.4,周末,小雨
岷江卧龙,MDC5,95号 车用汽油(ⅥB),1,300873,2023/6/17,5208,38.5,9853.37,周末,晴
岷江卧龙,MDC5,0号 车用柴油(Ⅵ),2,300863,2023/6/17,3805,38.5,8807.27,周末,晴
岷江卧龙,MDC5,0号 车用柴油(Ⅵ),3,300863,2023/6/17,5083,38.5,8807.27,周末,晴
岷江卧龙,MDC5,92号 车用汽油(ⅥB),4,300874,2023/6/17,9892,38.5,9600.4,周末,晴
岷江色尔古,MDC6,0号 车用柴油(Ⅵ),1,300863,2023/6/17,621,28.1,8807.27,周末,阴
岷江色尔古,MDC6,92号 车用汽油(ⅥB),2,300874,2023/6/17,1274,28.1,9600.4,周末,阴
岷江色尔古,MDC6,95号 车用汽油(ⅥB),3,300873,2023/6/17,209,28.1,9853.37,周末,阴
岷江色尔古,MDC6,0号 车用柴油(Ⅵ),4,300863,2023/6/17,858,28.1,8807.27,周末,阴
岷江米亚罗,MDC7,0号 车用柴油(Ⅵ),1,300863,2023/6/17,2056,28,8807.27,周末,晴
岷江米亚罗,MDC7,92号 车用汽油(ⅥB),2,300874,2023/6/17,553,28,9600.4,周末,晴
岷江米亚罗,MDC7,95号 车用汽油(ⅥB),3,300873,2023/6/17,1191,28,9853.37,周末,晴
岷江米亚罗,MDC7,95号 车用汽油(ⅥB),4,300873,2023/6/17,849,28,9853.37,周末,晴
岷江映秀,MDC8,0号 车用柴油(Ⅵ),1,300863,2023/6/17,558,38.4,8807.27,周末,小雨
岷江映秀,MDC8,0号 车用柴油(Ⅵ),2,300863,2023/6/17,4095,38.4,8807.27,周末,小雨
岷江映秀,MDC8,95号 车用汽油(ⅥB),4,300873,2023/6/17,1374,38.4,9853.37,周末,小雨
岷江映秀,MDC8,92号 车用汽油(ⅥB),5,300874,2023/6/17,3562,38.4,9600.4,周末,小雨
岷江水磨,MDCA,0号 车用柴油(Ⅵ),1,300863,2023/6/17,1347,30.1,8807.27,周末,中雨
岷江水磨,MDCA,92号 车用汽油(ⅥB),2,300874,2023/6/17,3888,30.1,9600.4,周末,中雨
岷江水磨,MDCA,92号 车用汽油(ⅥB),3,300874,2023/6/17,0,30.1,9600.4,周末,中雨
岷江水磨,MDCA,95号 车用汽油(ⅥB),4,300873,2023/6/17,1334,30.1,9853.37,周末,中雨
岷江郭竹铺,MDCB,92号 车用汽油(ⅥB),1,300874,2023/6/17,2540,30.1,9600.4,周末,阴
岷江郭竹铺,MDCB,95号 车用汽油(ⅥB),2,300873,2023/6/17,5857,30.1,9853.37,周末,阴
岷江郭竹铺,MDCB,92号 车用汽油(ⅥB),3,300874,2023/6/17,8726,30.1,9600.4,周末,阴
岷江郭竹铺,MDCB,0号 车用柴油(Ⅵ),4,300863,2023/6/17,24963,30.1,8807.27,周末,阴
岷江三官庙,MDCC,0号 车用柴油(Ⅵ),1,300863,2023/6/17,1361,28.2,8807.27,周末,中雨
岷江三官庙,MDCC,92号 车用汽油(ⅥB),2,300874,2023/6/17,938,28.2,9600.4,周末,中雨
岷江三官庙,MDCC,92号 车用汽油(ⅥB),3,300874,2023/6/17,412,28.2,9600.4,周末,中雨
岷江三官庙,MDCC,95号 车用汽油(ⅥB),4,300873,2023/6/17,147,28.2,9853.37,周末,中雨
岷江羌峰,MDCE,0号 车用柴油(Ⅵ),1,300863,2023/6/17,2504,29.2,8807.27,周末,阴
岷江羌峰,MDCE,92号 车用汽油(ⅥB),2,300874,2023/6/17,1758,29.2,9600.4,周末,阴
岷江羌峰,MDCE,95号 车用汽油(ⅥB),3,300873,2023/6/17,472,29.2,9853.37,周末,阴
岷江木苏,MDCF,92号 车用汽油(ⅥB),1,300874,2023/6/17,1388,37.2,9600.4,周末,中雨
岷江木苏,MDCF,0号 车用柴油(Ⅵ),2,300863,2023/6/17,954,37.2,8807.27,周末,中雨
岷江木苏,MDCF,95号 车用汽油(ⅥB),3,300873,2023/6/17,335,37.2,9853.37,周末,中雨
岷江木苏,MDCF,0号 车用柴油(Ⅵ),4,300863,2023/6/17,288,37.2,8807.27,周末,中雨
岷江南新,MDCG,92号 车用汽油(ⅥB),1,300874,2023/6/17,3291,34,9600.4,周末,中雨
岷江南新,MDCG,92号 车用汽油(ⅥB),2,300874,2023/6/17,80,34,9600.4,周末,中雨
岷江南新,MDCG,95号 车用汽油(ⅥB),3,300873,2023/6/17,1209,34,9853.37,周末,中雨
岷江南新,MDCG,0号 车用柴油(Ⅵ),5,300863,2023/6/17,1619,34,8807.27,周末,中雨
四川销售岷江分公司土门加油站,MDCH,0号 车用柴油(Ⅵ),1,300863,2023/6/17,3983,35.9,8807.27,周末,小雨
四川销售岷江分公司土门加油站,MDCH,92号 车用汽油(ⅥB),2,300874,2023/6/17,1338,35.9,9600.4,周末,小雨
四川销售岷江分公司土门加油站,MDCH,95号 车用汽油(ⅥB),3,300873,2023/6/17,150,35.9,9853.37,周末,小雨
岷江汶川桃坪,MDCI,0号 车用柴油(Ⅵ),1,300863,2023/6/17,3866,39,8807.27,周末,晴
岷江汶川桃坪,MDCI,92号 车用汽油(ⅥB),2,300874,2023/6/17,1607,39,9600.4,周末,晴
岷江汶川桃坪,MDCI,92号 车用汽油(ⅥB),3,300874,2023/6/17,2694,39,9600.4,周末,晴
岷江汶川桃坪,MDCI,95号 车用汽油(ⅥB),4,300873,2023/6/17,2159,39,9853.37,周末,晴
岷江茂州,MDCJ,0号 车用柴油(Ⅵ),1,300863,2023/6/17,2780,29.4,8807.27,周末,中雨
岷江茂州,MDCJ,92号 车用汽油(ⅥB),2,300874,2023/6/17,592,29.4,9600.4,周末,中雨
岷江茂州,MDCJ,92号 车用汽油(ⅥB),3,300874,2023/6/17,6003,29.4,9600.4,周末,中雨
岷江茂州,MDCJ,95号 车用汽油(ⅥB),4,300873,2023/6/17,3489,29.4,9853.37,周末,中雨
绵虒右加油站,MDCL,0号 车用柴油(Ⅵ),1,300863,2023/6/17,2949,32.5,8807.27,周末,阴
绵虒右加油站,MDCL,92号 车用汽油(ⅥB),2,300874,2023/6/17,4998,32.5,9600.4,周末,阴
绵虒右加油站,MDCL,92号 车用汽油(ⅥB),3,300874,2023/6/17,5761,32.5,9600.4,周末,阴
绵虒右加油站,MDCL,95号 车用汽油(ⅥB),4,300873,2023/6/17,9261,32.5,9853.37,周末,阴
岷江李冰,MD02,0号 车用柴油(Ⅵ),1,300863,2023/6/16,1800,26.9,8807.27,工作日,阴
岷江鱼嘴,MD04,0号 车用柴油(Ⅵ),1,300863,2023/6/16,1432,32.4,8807.27,工作日,小雨
岷江鱼嘴,MD04,92号 车用汽油(ⅥB),2,300874,2023/6/16,3961,32.4,9600.4,工作日,小雨
岷江鱼嘴,MD04,95号 车用汽油(ⅥB),4,300873,2023/6/16,2197,32.4,9853.37,工作日,小雨
岷江青城,MD06,95号 车用汽油(ⅥB),1,300873,2023/6/16,8264,34.3,9853.37,工作日,中雨
岷江青城,MD06,92号 车用汽油(ⅥB),2,300874,2023/6/16,7550,34.3,9600.4,工作日,中雨
岷江青城,MD06,92号 车用汽油(ⅥB),3,300874,2023/6/16,8169,34.3,9600.4,工作日,中雨
岷江青城,MD06,0号 车用柴油(Ⅵ),4,300863,2023/6/16,3178,34.3,8807.27,工作日,中雨
岷江向峨,MD08,0号 车用柴油(Ⅵ),1,300863,2023/6/16,483,37.1,8807.27,工作日,小雨
岷江向峨,MD08,92号 车用汽油(ⅥB),2,300874,2023/6/16,1141,37.1,9600.4,工作日,小雨
岷江向峨,MD08,95号 车用汽油(ⅥB),3,300873,2023/6/16,387,37.1,9853.37,工作日,小雨
岷江聚源,MD09,0号 车用柴油(Ⅵ),1,300863,2023/6/16,43525,35,8807.27,工作日,阴
岷江聚源,MD09,0号 车用柴油(Ⅵ),2,300863,2023/6/16,44878,35,8807.27,工作日,阴
岷江聚源,MD09,92号 车用汽油(ⅥB),3,300874,2023/6/16,2052,35,9600.4,工作日,阴
岷江聚源,MD09,95号 车用汽油(ⅥB),4,300873,2023/6/16,3411,35,9853.37,工作日,阴
岷江聚源,MD09,92号 车用汽油(ⅥB),5,300874,2023/6/16,5356,35,9600.4,工作日,阴
岷江石羊,MD0A,0号 车用柴油(Ⅵ),1,300863,2023/6/16,3194,38.6,8807.27,工作日,中雨
岷江石羊,MD0A,92号 车用汽油(ⅥB),2,300874,2023/6/16,5681,38.6,9600.4,工作日,中雨
岷江石羊,MD0A,92号 车用汽油(ⅥB),3,300874,2023/6/16,2757,38.6,9600.4,工作日,中雨
岷江石羊,MD0A,95号 车用汽油(ⅥB),4,300873,2023/6/16,2638,38.6,9853.37,工作日,中雨
岷江经开区,MD0B,0号 车用柴油(Ⅵ),1,300863,2023/6/16,7571,34.9,8807.27,工作日,晴
岷江经开区,MD0B,0号 车用柴油(Ⅵ),2,300863,2023/6/16,6528,34.9,8807.27,工作日,晴
岷江经开区,MD0B,92号 车用汽油(ⅥB),3,300874,2023/6/16,12627,34.9,9600.4,工作日,晴
岷江经开区,MD0B,95号 车用汽油(ⅥB),4,300873,2023/6/16,5824,34.9,9853.37,工作日,晴
岷江滨河,MD0C,92号 车用汽油(ⅥB),1,300874,2023/6/16,5331,36.6,9600.4,工作日,晴
岷江滨河,MD0C,0号 车用柴油(Ⅵ),2,300863,2023/6/16,1696,36.6,8807.27,工作日,晴
岷江滨河,MD0C,95号 车用汽油(ⅥB),3,300873,2023/6/16,6142,36.6,9853.37,工作日,晴
岷江滨河,MD0C,92号 车用汽油(ⅥB),4,300874,2023/6/16,4399,36.6,9600.4,工作日,晴
岷江二王庙,MD0E,0号 车用柴油(Ⅵ),1,300863,2023/6/16,1608,30.8,8807.27,工作日,小雨
岷江二王庙,MD0E,92号 车用汽油(ⅥB),2,300874,2023/6/16,5866,30.8,9600.4,工作日,小雨
岷江二王庙,MD0E,95号 车用汽油(ⅥB),3,300873,2023/6/16,8064,30.8,9853.37,工作日,小雨
岷江二王庙,MD0E,92号 车用汽油(ⅥB),4,300874,2023/6/16,5290,30.8,9600.4,工作日,小雨
岷江柳街,MD0G,0号 车用柴油(Ⅵ),1,300863,2023/6/16,2018,31.1,8807.27,工作日,阴
岷江柳街,MD0G,92号 车用汽油(ⅥB),2,300874,2023/6/16,0,31.1,9600.4,工作日,阴
岷江柳街,MD0G,95号 车用汽油(ⅥB),3,300873,2023/6/16,1344,31.1,9853.37,工作日,阴
岷江柳街,MD0G,92号 车用汽油(ⅥB),4,300874,2023/6/16,2940,31.1,9600.4,工作日,阴
岷江蒲阳,MD0H,0号 车用柴油(Ⅵ),1,300863,2023/6/16,289,26,8807.27,工作日,小雨
岷江蒲阳,MD0H,92号 车用汽油(ⅥB),2,300874,2023/6/16,1625,26,9600.4,工作日,小雨
岷江蒲阳,MD0H,92号 车用汽油(ⅥB),3,300874,2023/6/16,2099,26,9600.4,工作日,小雨
岷江蒲阳,MD0H,95号 车用汽油(ⅥB),4,300873,2023/6/16,822,26,9853.37,工作日,小雨
岷江驾虹,MD0I,0号 车用柴油(Ⅵ),1,300863,2023/6/16,3843,32,8807.27,工作日,阴
岷江驾虹,MD0I,92号 车用汽油(ⅥB),2,300874,2023/6/16,4838,32,9600.4,工作日,阴
岷江驾虹,MD0I,95号 车用汽油(ⅥB),3,300873,2023/6/16,1180,32,9853.37,工作日,阴
岷江驾虹,MD0I,92号 车用汽油(ⅥB),4,300874,2023/6/16,0,32,9600.4,工作日,阴
岷江迎宾,MD0J,0号 车用柴油(Ⅵ),1,300863,2023/6/16,780,27.2,8807.27,工作日,小雨
岷江迎宾,MD0J,95号 车用汽油(ⅥB),3,300873,2023/6/16,12553,27.2,9853.37,工作日,小雨
岷江迎宾,MD0J,92号 车用汽油(ⅥB),4,300874,2023/6/16,14463,27.2,9600.4,工作日,小雨
岷江沙西,MD0K,92号 车用汽油(ⅥB),1,300874,2023/6/16,802,30.2,9600.4,工作日,阴
岷江沙西,MD0K,95号 车用汽油(ⅥB),2,300873,2023/6/16,3867,30.2,9853.37,工作日,阴
岷江沙西,MD0K,92号 车用汽油(ⅥB),3,300874,2023/6/16,6630,30.2,9600.4,工作日,阴
岷江沙西,MD0K,0号 车用柴油(Ⅵ),4,300863,2023/6/16,1490,30.2,8807.27,工作日,阴
岷江天府,MD0M,0号 车用柴油(Ⅵ),1,300863,2023/6/16,935,38.8,8807.27,工作日,晴
岷江天府,MD0M,92号 车用汽油(ⅥB),2,300874,2023/6/16,4748,38.8,9600.4,工作日,晴
岷江天府,MD0M,92号 车用汽油(ⅥB),3,300874,2023/6/16,708,38.8,9600.4,工作日,晴
岷江天府,MD0M,95号 车用汽油(ⅥB),4,300873,2023/6/16,2741,38.8,9853.37,工作日,晴
岷江瓦切,MD20,0号 车用柴油(Ⅵ),1,300863,2023/6/16,4057,26.3,8807.27,工作日,中雨
岷江瓦切,MD20,92号 车用汽油(ⅥB),2,300874,2023/6/16,6153,26.3,9600.4,工作日,中雨
岷江瓦切,MD20,95号 车用汽油(ⅥB),3,300873,2023/6/16,1961,26.3,9853.37,工作日,中雨
岷江瓦切,MD20,92号 车用汽油(ⅥB),4,300874,2023/6/16,2726,26.3,9600.4,工作日,中雨
岷江红原,MD21,92号 车用汽油(ⅥB),1,300874,2023/6/16,12986,31.4,9600.4,工作日,小雨
岷江红原,MD21,0号 车用柴油(Ⅵ),2,300863,2023/6/16,21104,31.4,8807.27,工作日,小雨
岷江红原,MD21,95号 车用汽油(ⅥB),3,300873,2023/6/16,2653,31.4,9853.37,工作日,小雨
岷江红原,MD21,95号 车用汽油(ⅥB),4,300873,2023/6/16,2561,31.4,9853.37,工作日,小雨
岷江刷经寺,MD23,0号 车用柴油(Ⅵ),1,300863,2023/6/16,8562,30,8807.27,工作日,小雨
岷江刷经寺,MD23,92号 车用汽油(ⅥB),2,300874,2023/6/16,5040,30,9600.4,工作日,小雨
岷江刷经寺,MD23,95号 车用汽油(ⅥB),3,300873,2023/6/16,4546,30,9853.37,工作日,小雨
岷江刷经寺,MD23,92号 车用汽油(ⅥB),4,300874,2023/6/16,1592,30,9600.4,工作日,小雨
岷江刷经寺,MD23,0号 车用柴油(Ⅵ),5,300863,2023/6/16,2162,30,8807.27,工作日,小雨
岷江阿坝,MD24,0号 车用柴油(Ⅵ),1,300863,2023/6/16,27349,26.8,8807.27,工作日,中雨
岷江阿坝,MD24,92号 车用汽油(ⅥB),2,300874,2023/6/16,8540,26.8,9600.4,工作日,中雨
岷江阿坝,MD24,95号 车用汽油(ⅥB),3,300873,2023/6/16,5529,26.8,9853.37,工作日,中雨
岷江阿坝,MD24,92号 车用汽油(ⅥB),4,300874,2023/6/16,2710,26.8,9600.4,工作日,中雨
岷江龙日坝,MD25,0号 车用柴油(Ⅵ),1,300863,2023/6/16,6538,28.7,8807.27,工作日,中雨
岷江龙日坝,MD25,92号 车用汽油(ⅥB),2,300874,2023/6/16,2661,28.7,9600.4,工作日,中雨
岷江龙日坝,MD25,0号 车用柴油(Ⅵ),3,300863,2023/6/16,1492,28.7,8807.27,工作日,中雨
岷江龙日坝,MD25,92号 车用汽油(ⅥB),4,300874,2023/6/16,3630,28.7,9600.4,工作日,中雨
岷江龙日坝,MD25,95号 车用汽油(ⅥB),5,300873,2023/6/16,3481,28.7,9853.37,工作日,中雨
岷江唐克,MD26,92号 车用汽油(ⅥB),1,300874,2023/6/16,3947,27.8,9600.4,工作日,阴
岷江唐克,MD26,95号 车用汽油(ⅥB),2,300873,2023/6/16,3149,27.8,9853.37,工作日,阴
岷江唐克,MD26,92号 车用汽油(ⅥB),3,300874,2023/6/16,6686,27.8,9600.4,工作日,阴
岷江唐克,MD26,0号 车用柴油(Ⅵ),4,300863,2023/6/16,4503,27.8,8807.27,工作日,阴
岷江红光,MD27,0号 车用柴油(Ⅵ),1,300863,2023/6/16,13910,32.2,8807.27,工作日,阴
岷江红光,MD27,92号 车用汽油(ⅥB),2,300874,2023/6/16,7550,32.2,9600.4,工作日,阴
岷江红光,MD27,95号 车用汽油(ⅥB),3,300873,2023/6/16,5116,32.2,9853.37,工作日,阴
岷江红光,MD27,92号 车用汽油(ⅥB),4,300874,2023/6/16,2100,32.2,9600.4,工作日,阴
川主寺东北,MD28,0号 车用柴油(Ⅵ),1,300863,2023/6/16,30824,27.9,8807.27,工作日,小雨
川主寺东北,MD28,92号 车用汽油(ⅥB),2,300874,2023/6/16,2641,27.9,9600.4,工作日,小雨
川主寺东北,MD28,92号 车用汽油(ⅥB),3,300874,2023/6/16,2699,27.9,9600.4,工作日,小雨
川主寺东北,MD28,95号 车用汽油(ⅥB),4,300873,2023/6/16,1861,27.9,9853.37,工作日,小雨
岷江班佑,MD29,0号 车用柴油(Ⅵ),1,300863,2023/6/16,5420,36.3,8807.27,工作日,阴
岷江班佑,MD29,92号 车用汽油(ⅥB),2,300874,2023/6/16,552,36.3,9600.4,工作日,阴
岷江班佑,MD29,95号 车用汽油(ⅥB),3,300873,2023/6/16,1353,36.3,9853.37,工作日,阴
岷江班佑,MD29,92号 车用汽油(ⅥB),4,300874,2023/6/16,3600,36.3,9600.4,工作日,阴
岷江花湖,MD2A,0号 车用柴油(Ⅵ),1,300863,2023/6/16,14247,26.3,8807.27,工作日,阴
岷江花湖,MD2A,92号 车用汽油(ⅥB),2,300874,2023/6/16,11266,26.3,9600.4,工作日,阴
岷江花湖,MD2A,95号 车用汽油(ⅥB),3,300873,2023/6/16,3688,26.3,9853.37,工作日,阴
岷江花湖,MD2A,0号 车用柴油(Ⅵ),4,300863,2023/6/16,23805,26.3,8807.27,工作日,阴
查理寺加油站,MD2B,92号 车用汽油(ⅥB),1,300874,2023/6/16,2967,34.3,9600.4,工作日,晴
查理寺加油站,MD2B,0号 车用柴油(Ⅵ),2,300863,2023/6/16,1496,34.3,8807.27,工作日,晴
查理寺加油站,MD2B,95号 车用汽油(ⅥB),4,300873,2023/6/16,906,34.3,9853.37,工作日,晴
岷江沟口,MD40,92号 车用汽油(ⅥB),1,300874,2023/6/16,1977,28.9,9600.4,工作日,晴
岷江沟口,MD40,95号 车用汽油(ⅥB),2,300873,2023/6/16,3153,28.9,9853.37,工作日,晴
岷江沟口,MD40,92号 车用汽油(ⅥB),3,300874,2023/6/16,5103,28.9,9600.4,工作日,晴
岷江沟口,MD40,0号 车用柴油(Ⅵ),4,300863,2023/6/16,1205,28.9,8807.27,工作日,晴
岷江沟口,MD40,0号 车用柴油(Ⅵ),5,300863,2023/6/16,2521,28.9,8807.27,工作日,晴
岷江机场,MD41,95号 车用汽油(ⅥB),1,300873,2023/6/16,1818,31,9853.37,工作日,阴
岷江机场,MD41,92号 车用汽油(ⅥB),2,300874,2023/6/16,5784,31,9600.4,工作日,阴
岷江机场,MD41,0号 车用柴油(Ⅵ),3,300863,2023/6/16,6389,31,8807.27,工作日,阴
岷江机场,MD41,92号 车用汽油(ⅥB),4,300874,2023/6/16,862,31,9600.4,工作日,阴
岷江安乐,MD42,95号 车用汽油(ⅥB),1,300873,2023/6/16,2487,26.9,9853.37,工作日,阴
岷江安乐,MD42,92号 车用汽油(ⅥB),2,300874,2023/6/16,4491,26.9,9600.4,工作日,阴
岷江安乐,MD42,92号 车用汽油(ⅥB),3,300874,2023/6/16,0,26.9,9600.4,工作日,阴
岷江安乐,MD42,92号 车用汽油(ⅥB),4,300874,2023/6/16,2121,26.9,9600.4,工作日,阴
岷江安乐,MD42,0号 车用柴油(Ⅵ),6,300863,2023/6/16,1508,26.9,8807.27,工作日,阴
岷江松潘,MD43,0号 车用柴油(Ⅵ),1,300863,2023/6/16,8434,37.1,8807.27,工作日,中雨
岷江松潘,MD43,92号 车用汽油(ⅥB),2,300874,2023/6/16,10496,37.1,9600.4,工作日,中雨
岷江松潘,MD43,95号 车用汽油(ⅥB),3,300873,2023/6/16,8086,37.1,9853.37,工作日,中雨
岷江松潘,MD43,92号 车用汽油(ⅥB),4,300874,2023/6/16,7596,37.1,9600.4,工作日,中雨
岷江漳扎,MD44,0号 车用柴油(Ⅵ),1,300863,2023/6/16,2461,31.1,8807.27,工作日,晴
岷江漳扎,MD44,92号 车用汽油(ⅥB),2,300874,2023/6/16,7504,31.1,9600.4,工作日,晴
岷江漳扎,MD44,95号 车用汽油(ⅥB),3,300873,2023/6/16,3384,31.1,9853.37,工作日,晴
岷江漳扎,MD44,92号 车用汽油(ⅥB),4,300874,2023/6/16,133,31.1,9600.4,工作日,晴
岷江双河,MD46,0号 车用柴油(Ⅵ),1,300863,2023/6/16,4675,28.6,8807.27,工作日,阴
岷江双河,MD46,0号 车用柴油(Ⅵ),2,300863,2023/6/16,2082,28.6,8807.27,工作日,阴
岷江双河,MD46,95号 车用汽油(ⅥB),3,300873,2023/6/16,1578,28.6,9853.37,工作日,阴
岷江双河,MD46,92号 车用汽油(ⅥB),4,300874,2023/6/16,5452,28.6,9600.4,工作日,阴
岷江长征,MD47,0号 车用柴油(Ⅵ),1,300863,2023/6/16,2060,33.5,8807.27,工作日,晴
