,历史销量,当天温度,当天油价,节假日,当时天气,item_id,sin_day,cos_day,sin_month,cos_month,year,reindexed_id
0,2330.0,34.6,8807.27,工作日,中雨,MD02_300863,-0.207911691,0.978147601,1.22e-16,-1.0,2023,0
1,2315.0,31.2,8807.27,工作日,晴,MD02_300863,-0.406736643,0.913545458,1.22e-16,-1.0,2023,0
2,2301.0,26.2,8807.27,工作日,晴,MD02_300863,-0.587785252,0.809016994,1.22e-16,-1.0,2023,0
3,3091.0,36.2,8807.27,工作日,阴,MD02_300863,-0.743144825,0.669130606,1.22e-16,-1.0,2023,0
4,2343.0,38.5,8807.27,工作日,阴,MD02_300863,-0.866025404,0.5,1.22e-16,-1.0,2023,0
5,1967.0,31.6,8807.27,端午,阴,MD02_300863,-0.951056516,0.309016994,1.22e-16,-1.0,2023,0
6,2294.0,27.1,8807.27,端午,阴,MD02_300863,-0.994521895,0.104528463,1.22e-16,-1.0,2023,0
7,3063.0,26.7,8807.27,端午,中雨,MD02_300863,-0.994521895,-0.104528463,1.22e-16,-1.0,2023,0
8,2503.0,28.6,8807.27,工作日,中雨,MD02_300863,-0.951056516,-0.309016994,1.22e-16,-1.0,2023,0
9,3795.0,37.3,8807.27,工作日,中雨,MD02_300863,-0.866025404,-0.5,1.22e-16,-1.0,2023,0
10,2568.0,37.2,8807.27,工作日,阴,MD02_300863,-0.743144825,-0.669130606,1.22e-16,-1.0,2023,0
11,2697.0,28.8,8807.27,周末,中雨,MD02_300863,-0.587785252,-0.809016994,1.22e-16,-1.0,2023,0
12,2655.0,30.8,8807.27,周末,中雨,MD02_300863,-0.406736643,-0.913545458,1.22e-16,-1.0,2023,0
13,1800.0,26.9,8807.27,工作日,阴,MD02_300863,-0.207911691,-0.978147601,1.22e-16,-1.0,2023,0
14,3009.0,31.8,8807.27,工作日,阴,MD02_300863,5.67e-16,-1.0,1.22e-16,-1.0,2023,0
15,2447.0,28.4,8807.27,工作日,晴,MD02_300863,0.207911691,-0.978147601,1.22e-16,-1.0,2023,0
16,2436.0,34.8,8807.27,工作日,阴,MD02_300863,0.406736643,-0.913545458,1.22e-16,-1.0,2023,0
17,3056.0,26.6,8807.27,工作日,阴,MD02_300863,0.587785252,-0.809016994,1.22e-16,-1.0,2023,0
18,2233.0,26.2,8807.27,周末,阴,MD02_300863,0.743144825,-0.669130606,1.22e-16,-1.0,2023,0
19,3076.0,33.5,8807.27,周末,小雨,MD02_300863,0.866025404,-0.5,1.22e-16,-1.0,2023,0
20,2963.0,38.2,8807.27,工作日,晴,MD02_300863,0.951056516,-0.309016994,1.22e-16,-1.0,2023,0
21,2338.0,27.7,8807.27,工作日,小雨,MD02_300863,0.994521895,-0.104528463,1.22e-16,-1.0,2023,0
22,2279.0,29.6,8807.27,工作日,晴,MD02_300863,0.994521895,0.104528463,1.22e-16,-1.0,2023,0
23,3326.0,32.5,8807.27,工作日,小雨,MD02_300863,0.951056516,0.309016994,1.22e-16,-1.0,2023,0
24,2330.0,27.2,8807.27,工作日,中雨,MD02_300863,0.866025404,0.5,1.22e-16,-1.0,2023,0
25,1418.0,37.7,8807.27,周末,阴,MD02_300863,0.743144825,0.669130606,1.22e-16,-1.0,2023,0
26,2831.0,34.3,8807.27,周末,阴,MD02_300863,0.587785252,0.809016994,1.22e-16,-1.0,2023,0
27,1896.0,36.4,8807.27,工作日,晴,MD02_300863,0.406736643,0.913545458,1.22e-16,-1.0,2023,0
28,2981.0,28.5,8807.27,工作日,阴,MD02_300863,0.207911691,0.978147601,1.22e-16,-1.0,2023,0
29,2376.0,28.0,8634.97,工作日,晴,MD02_300863,0.207911691,0.978147601,0.5,-0.866025404,2023,0
30,3299.0,22.6,8634.97,工作日,小雨,MD02_300863,-1.13e-15,1.0,0.5,-0.866025404,2023,0
31,2576.0,22.2,8634.97,工作日,小雨,MD02_300863,-0.207911691,0.978147601,0.5,-0.866025404,2023,0
32,4149.0,27.0,8634.97,周末,阴,MD02_300863,-0.406736643,0.913545458,0.5,-0.866025404,2023,0
33,2484.0,31.3,8634.97,周末,小雨,MD02_300863,-0.587785252,0.809016994,0.5,-0.866025404,2023,0
34,2904.0,25.7,8634.97,工作日,晴,MD02_300863,-0.743144825,0.669130606,0.5,-0.866025404,2023,0
35,2769.0,24.4,8634.97,工作日,小雨,MD02_300863,-0.866025404,0.5,0.5,-0.866025404,2023,0
36,3339.0,22.0,8634.97,工作日,晴,MD02_300863,-0.951056516,0.309016994,0.5,-0.866025404,2023,0
37,2879.0,24.2,8634.97,工作日,阴,MD02_300863,-0.994521895,0.104528463,0.5,-0.866025404,2023,0
38,2140.0,31.5,8634.97,工作日,小雨,MD02_300863,-0.994521895,-0.104528463,0.5,-0.866025404,2023,0
39,2540.0,28.6,8634.97,周末,小雨,MD02_300863,-0.951056516,-0.309016994,0.5,-0.866025404,2023,0
40,2316.0,22.2,8634.97,周末,晴,MD02_300863,-0.866025404,-0.5,0.5,-0.866025404,2023,0
41,3680.0,27.2,8634.97,工作日,小雨,MD02_300863,-0.743144825,-0.669130606,0.5,-0.866025404,2023,0
42,3154.0,21.4,8634.97,工作日,晴,MD02_300863,-0.587785252,-0.809016994,0.5,-0.866025404,2023,0
43,3193.0,26.9,8634.97,工作日,阴,MD02_300863,-0.406736643,-0.913545458,0.5,-0.866025404,2023,0
44,3851.0,25.0,8634.97,工作日,阴,MD02_300863,-0.207911691,-0.978147601,0.5,-0.866025404,2023,0
45,2159.0,29.3,8634.97,工作日,晴,MD02_300863,5.67e-16,-1.0,0.5,-0.866025404,2023,0
46,3044.0,23.7,8634.97,周末,小雨,MD02_300863,0.207911691,-0.978147601,0.5,-0.866025404,2023,0
47,3251.0,20.2,8634.97,周末,阴,MD02_300863,0.406736643,-0.913545458,0.5,-0.866025404,2023,0
48,2129.0,25.1,8634.97,工作日,小雨,MD02_300863,0.587785252,-0.809016994,0.5,-0.866025404,2023,0
49,3427.0,23.9,8634.97,工作日,小雨,MD02_300863,0.743144825,-0.669130606,0.5,-0.866025404,2023,0
50,1549.0,27.5,8634.97,工作日,阴,MD02_300863,0.866025404,-0.5,0.5,-0.866025404,2023,0
51,2631.0,25.9,8634.97,工作日,晴,MD02_300863,0.951056516,-0.309016994,0.5,-0.866025404,2023,0
52,2433.0,20.5,8634.97,工作日,阴,MD02_300863,0.994521895,-0.104528463,0.5,-0.866025404,2023,0
53,2746.0,21.9,8634.97,周末,阴,MD02_300863,0.994521895,0.104528463,0.5,-0.866025404,2023,0
54,2992.0,38.0,8807.27,工作日,晴,MD04_300863,-1.13e-15,1.0,1.22e-16,-1.0,2023,1
55,6799.0,38.6,8807.27,工作日,晴,MD04_300863,-0.207911691,0.978147601,1.22e-16,-1.0,2023,1
56,3995.0,38.2,8807.27,工作日,中雨,MD04_300863,-0.406736643,0.913545458,1.22e-16,-1.0,2023,1
57,3494.0,37.7,8807.27,工作日,晴,MD04_300863,-0.587785252,0.809016994,1.22e-16,-1.0,2023,1
58,2663.0,26.2,8807.27,工作日,小雨,MD04_300863,-0.743144825,0.669130606,1.22e-16,-1.0,2023,1
59,2588.0,31.9,8807.27,工作日,阴,MD04_300863,-0.866025404,0.5,1.22e-16,-1.0,2023,1
60,2840.0,27.3,8807.27,端午,中雨,MD04_300863,-0.951056516,0.309016994,1.22e-16,-1.0,2023,1
61,2476.0,27.7,8807.27,端午,阴,MD04_300863,-0.994521895,0.104528463,1.22e-16,-1.0,2023,1
62,2012.0,34.1,8807.27,端午,晴,MD04_300863,-0.994521895,-0.104528463,1.22e-16,-1.0,2023,1
63,2299.0,35.7,8807.27,工作日,小雨,MD04_300863,-0.951056516,-0.309016994,1.22e-16,-1.0,2023,1
64,3041.0,35.7,8807.27,工作日,小雨,MD04_300863,-0.866025404,-0.5,1.22e-16,-1.0,2023,1
65,2861.0,35.0,8807.27,工作日,小雨,MD04_300863,-0.743144825,-0.669130606,1.22e-16,-1.0,2023,1
66,1938.0,34.0,8807.27,周末,阴,MD04_300863,-0.587785252,-0.809016994,1.22e-16,-1.0,2023,1
67,4683.0,37.4,8807.27,周末,阴,MD04_300863,-0.406736643,-0.913545458,1.22e-16,-1.0,2023,1
68,1432.0,32.4,8807.27,工作日,小雨,MD04_300863,-0.207911691,-0.978147601,1.22e-16,-1.0,2023,1
69,2523.0,29.4,8807.27,工作日,中雨,MD04_300863,5.67e-16,-1.0,1.22e-16,-1.0,2023,1
70,3806.0,30.9,8807.27,工作日,阴,MD04_300863,0.207911691,-0.978147601,1.22e-16,-1.0,2023,1
71,2564.0,36.2,8807.27,工作日,阴,MD04_300863,0.406736643,-0.913545458,1.22e-16,-1.0,2023,1
72,3842.0,27.6,8807.27,工作日,晴,MD04_300863,0.587785252,-0.809016994,1.22e-16,-1.0,2023,1
73,1969.0,29.3,8807.27,周末,中雨,MD04_300863,0.743144825,-0.669130606,1.22e-16,-1.0,2023,1
74,3508.0,38.9,8807.27,周末,晴,MD04_300863,0.866025404,-0.5,1.22e-16,-1.0,2023,1
75,1883.0,36.2,8807.27,工作日,阴,MD04_300863,0.951056516,-0.309016994,1.22e-16,-1.0,2023,1
76,2290.0,26.5,8807.27,工作日,晴,MD04_300863,0.994521895,-0.104528463,1.22e-16,-1.0,2023,1
77,1557.0,26.3,8807.27,工作日,晴,MD04_300863,0.994521895,0.104528463,1.22e-16,-1.0,2023,1
78,2555.0,27.1,8807.27,工作日,中雨,MD04_300863,0.951056516,0.309016994,1.22e-16,-1.0,2023,1
79,2457.0,34.6,8807.27,工作日,中雨,MD04_300863,0.866025404,0.5,1.22e-16,-1.0,2023,1
80,1787.0,37.1,8807.27,周末,晴,MD04_300863,0.743144825,0.669130606,1.22e-16,-1.0,2023,1
81,1455.0,37.3,8807.27,周末,阴,MD04_300863,0.587785252,0.809016994,1.22e-16,-1.0,2023,1
82,2829.0,30.9,8807.27,工作日,小雨,MD04_300863,0.406736643,0.913545458,1.22e-16,-1.0,2023,1
83,3209.0,31.5,8807.27,工作日,小雨,MD04_300863,0.207911691,0.978147601,1.22e-16,-1.0,2023,1
84,2095.0,22.6,8634.97,工作日,阴,MD04_300863,0.207911691,0.978147601,0.5,-0.866025404,2023,1
85,2273.0,31.8,8634.97,工作日,晴,MD04_300863,-1.13e-15,1.0,0.5,-0.866025404,2023,1
86,2090.0,30.5,8634.97,工作日,小雨,MD04_300863,-0.207911691,0.978147601,0.5,-0.866025404,2023,1
87,4155.0,30.7,8634.97,周末,晴,MD04_300863,-0.406736643,0.913545458,0.5,-0.866025404,2023,1
88,3868.0,24.3,8634.97,周末,小雨,MD04_300863,-0.587785252,0.809016994,0.5,-0.866025404,2023,1
89,3092.0,30.2,8634.97,工作日,晴,MD04_300863,-0.743144825,0.669130606,0.5,-0.866025404,2023,1
90,3950.0,25.5,8634.97,工作日,阴,MD04_300863,-0.866025404,0.5,0.5,-0.866025404,2023,1
91,2651.0,27.2,8634.97,工作日,晴,MD04_300863,-0.951056516,0.309016994,0.5,-0.866025404,2023,1
92,3623.0,28.7,8634.97,工作日,阴,MD04_300863,-0.994521895,0.104528463,0.5,-0.866025404,2023,1
93,2124.0,22.2,8634.97,工作日,小雨,MD04_300863,-0.994521895,-0.104528463,0.5,-0.866025404,2023,1
94,3988.0,20.4,8634.97,周末,晴,MD04_300863,-0.951056516,-0.309016994,0.5,-0.866025404,2023,1
95,2022.0,28.5,8634.97,周末,晴,MD04_300863,-0.866025404,-0.5,0.5,-0.866025404,2023,1
96,3110.0,32.0,8634.97,工作日,小雨,MD04_300863,-0.743144825,-0.669130606,0.5,-0.866025404,2023,1
97,1855.0,30.3,8634.97,工作日,小雨,MD04_300863,-0.587785252,-0.809016994,0.5,-0.866025404,2023,1
98,5650.0,23.2,8634.97,工作日,阴,MD04_300863,-0.406736643,-0.913545458,0.5,-0.866025404,2023,1
99,3483.0,29.3,8634.97,工作日,阴,MD04_300863,-0.207911691,-0.978147601,0.5,-0.866025404,2023,1
100,3421.0,31.8,8634.97,工作日,晴,MD04_300863,5.67e-16,-1.0,0.5,-0.866025404,2023,1
101,1788.0,24.8,8634.97,周末,阴,MD04_300863,0.207911691,-0.978147601,0.5,-0.866025404,2023,1
102,3586.0,23.6,8634.97,周末,晴,MD04_300863,0.406736643,-0.913545458,0.5,-0.866025404,2023,1
103,3477.0,24.7,8634.97,工作日,晴,MD04_300863,0.587785252,-0.809016994,0.5,-0.866025404,2023,1
104,4011.0,29.1,8634.97,工作日,晴,MD04_300863,0.743144825,-0.669130606,0.5,-0.866025404,2023,1
105,4635.0,25.5,8634.97,工作日,阴,MD04_300863,0.866025404,-0.5,0.5,-0.866025404,2023,1
106,3921.0,27.5,8634.97,工作日,阴,MD04_300863,0.951056516,-0.309016994,0.5,-0.866025404,2023,1
107,2002.0,27.8,8634.97,工作日,晴,MD04_300863,0.994521895,-0.104528463,0.5,-0.866025404,2023,1
108,2043.0,38.0,9853.37,工作日,晴,MD04_300873,-1.13e-15,1.0,1.22e-16,-1.0,2023,2
109,2530.0,38.6,9853.37,工作日,晴,MD04_300873,-0.207911691,0.978147601,1.22e-16,-1.0,2023,2
110,2252.0,38.2,9853.37,工作日,中雨,MD04_300873,-0.406736643,0.913545458,1.22e-16,-1.0,2023,2
111,2820.0,37.7,9853.37,工作日,晴,MD04_300873,-0.587785252,0.809016994,1.22e-16,-1.0,2023,2
112,3155.0,26.2,9853.37,工作日,小雨,MD04_300873,-0.743144825,0.669130606,1.22e-16,-1.0,2023,2
113,3333.0,31.9,9853.37,工作日,阴,MD04_300873,-0.866025404,0.5,1.22e-16,-1.0,2023,2
114,5449.0,27.3,9853.37,端午,中雨,MD04_300873,-0.951056516,0.309016994,1.22e-16,-1.0,2023,2
115,5589.0,27.7,9853.37,端午,阴,MD04_300873,-0.994521895,0.104528463,1.22e-16,-1.0,2023,2
116,2880.0,34.1,9853.37,端午,晴,MD04_300873,-0.994521895,-0.104528463,1.22e-16,-1.0,2023,2
117,1990.0,35.7,9853.37,工作日,小雨,MD04_300873,-0.951056516,-0.309016994,1.22e-16,-1.0,2023,2
118,2304.0,35.7,9853.37,工作日,小雨,MD04_300873,-0.866025404,-0.5,1.22e-16,-1.0,2023,2
119,3059.0,35.0,9853.37,工作日,小雨,MD04_300873,-0.743144825,-0.669130606,1.22e-16,-1.0,2023,2
120,2771.0,34.0,9853.37,周末,阴,MD04_300873,-0.587785252,-0.809016994,1.22e-16,-1.0,2023,2
121,2013.0,37.4,9853.37,周末,阴,MD04_300873,-0.406736643,-0.913545458,1.22e-16,-1.0,2023,2
122,2197.0,32.4,9853.37,工作日,小雨,MD04_300873,-0.207911691,-0.978147601,1.22e-16,-1.0,2023,2
123,2381.0,29.4,9853.37,工作日,中雨,MD04_300873,5.67e-16,-1.0,1.22e-16,-1.0,2023,2
124,2451.0,30.9,9853.37,工作日,阴,MD04_300873,0.207911691,-0.978147601,1.22e-16,-1.0,2023,2
125,2093.0,36.2,9853.37,工作日,阴,MD04_300873,0.406736643,-0.913545458,1.22e-16,-1.0,2023,2
126,3567.0,27.6,9853.37,工作日,晴,MD04_300873,0.587785252,-0.809016994,1.22e-16,-1.0,2023,2
127,3970.0,29.3,9853.37,周末,中雨,MD04_300873,0.743144825,-0.669130606,1.22e-16,-1.0,2023,2
128,2042.0,38.9,9853.37,周末,晴,MD04_300873,0.866025404,-0.5,1.22e-16,-1.0,2023,2
129,1984.0,36.2,9853.37,工作日,阴,MD04_300873,0.951056516,-0.309016994,1.22e-16,-1.0,2023,2
130,2363.0,26.5,9853.37,工作日,晴,MD04_300873,0.994521895,-0.104528463,1.22e-16,-1.0,2023,2
131,1991.0,26.3,9853.37,工作日,晴,MD04_300873,0.994521895,0.104528463,1.22e-16,-1.0,2023,2
132,2464.0,27.1,9853.37,工作日,中雨,MD04_300873,0.951056516,0.309016994,1.22e-16,-1.0,2023,2
133,3127.0,34.6,9853.37,工作日,中雨,MD04_300873,0.866025404,0.5,1.22e-16,-1.0,2023,2
134,3183.0,37.1,9853.37,周末,晴,MD04_300873,0.743144825,0.669130606,1.22e-16,-1.0,2023,2
135,2290.0,37.3,9853.37,周末,阴,MD04_300873,0.587785252,0.809016994,1.22e-16,-1.0,2023,2
136,2332.0,30.9,9853.37,工作日,小雨,MD04_300873,0.406736643,0.913545458,1.22e-16,-1.0,2023,2
137,1699.0,31.5,9853.37,工作日,小雨,MD04_300873,0.207911691,0.978147601,1.22e-16,-1.0,2023,2
138,2412.0,22.6,9325.83,工作日,阴,MD04_300873,0.207911691,0.978147601,0.5,-0.866025404,2023,2
139,1826.0,31.8,9325.83,工作日,晴,MD04_300873,-1.13e-15,1.0,0.5,-0.866025404,2023,2
140,3350.0,30.5,9325.83,工作日,小雨,MD04_300873,-0.207911691,0.978147601,0.5,-0.866025404,2023,2
141,3200.0,30.7,9325.83,周末,晴,MD04_300873,-0.406736643,0.913545458,0.5,-0.866025404,2023,2
142,2144.0,24.3,9325.83,周末,小雨,MD04_300873,-0.587785252,0.809016994,0.5,-0.866025404,2023,2
143,1934.0,30.2,9325.83,工作日,晴,MD04_300873,-0.743144825,0.669130606,0.5,-0.866025404,2023,2
144,2185.0,25.5,9325.83,工作日,阴,MD04_300873,-0.866025404,0.5,0.5,-0.866025404,2023,2
145,1780.0,27.2,9325.83,工作日,晴,MD04_300873,-0.951056516,0.309016994,0.5,-0.866025404,2023,2
146,1569.0,28.7,9325.83,工作日,阴,MD04_300873,-0.994521895,0.104528463,0.5,-0.866025404,2023,2
147,2326.0,22.2,9325.83,工作日,小雨,MD04_300873,-0.994521895,-0.104528463,0.5,-0.866025404,2023,2
148,3471.0,20.4,9325.83,周末,晴,MD04_300873,-0.951056516,-0.309016994,0.5,-0.866025404,2023,2
149,2272.0,28.5,9325.83,周末,晴,MD04_300873,-0.866025404,-0.5,0.5,-0.866025404,2023,2
150,2133.0,32.0,9325.83,工作日,小雨,MD04_300873,-0.743144825,-0.669130606,0.5,-0.866025404,2023,2
151,2062.0,30.3,9325.83,工作日,小雨,MD04_300873,-0.587785252,-0.809016994,0.5,-0.866025404,2023,2
152,1890.0,23.2,9325.83,工作日,阴,MD04_300873,-0.406736643,-0.913545458,0.5,-0.866025404,2023,2
153,2143.0,29.3,9325.83,工作日,阴,MD04_300873,-0.207911691,-0.978147601,0.5,-0.866025404,2023,2
154,3020.0,31.8,9325.83,工作日,晴,MD04_300873,5.67e-16,-1.0,0.5,-0.866025404,2023,2
155,2746.0,24.8,9325.83,周末,阴,MD04_300873,0.207911691,-0.978147601,0.5,-0.866025404,2023,2
156,2882.0,23.6,9325.83,周末,晴,MD04_300873,0.406736643,-0.913545458,0.5,-0.866025404,2023,2
157,1577.0,24.7,9325.83,工作日,晴,MD04_300873,0.587785252,-0.809016994,0.5,-0.866025404,2023,2
158,1660.0,29.1,9325.83,工作日,晴,MD04_300873,0.743144825,-0.669130606,0.5,-0.866025404,2023,2
159,1361.0,25.5,9325.83,工作日,阴,MD04_300873,0.866025404,-0.5,0.5,-0.866025404,2023,2
160,1574.0,27.5,9325.83,工作日,阴,MD04_300873,0.951056516,-0.309016994,0.5,-0.866025404,2023,2
161,2135.0,27.8,9325.83,工作日,晴,MD04_300873,0.994521895,-0.104528463,0.5,-0.866025404,2023,2
162,5198.0,38.0,9600.4,工作日,晴,MD04_300874,-1.13e-15,1.0,1.22e-16,-1.0,2023,3
163,5407.0,38.6,9600.4,工作日,晴,MD04_300874,-0.207911691,0.978147601,1.22e-16,-1.0,2023,3
164,4870.0,38.2,9600.4,工作日,中雨,MD04_300874,-0.406736643,0.913545458,1.22e-16,-1.0,2023,3
165,5319.0,37.7,9600.4,工作日,晴,MD04_300874,-0.587785252,0.809016994,1.22e-16,-1.0,2023,3
166,5423.0,26.2,9600.4,工作日,小雨,MD04_300874,-0.743144825,0.669130606,1.22e-16,-1.0,2023,3
167,7724.0,31.9,9600.4,工作日,阴,MD04_300874,-0.866025404,0.5,1.22e-16,-1.0,2023,3
168,9378.0,27.3,9600.4,端午,中雨,MD04_300874,-0.951056516,0.309016994,1.22e-16,-1.0,2023,3
169,7731.0,27.7,9600.4,端午,阴,MD04_300874,-0.994521895,0.104528463,1.22e-16,-1.0,2023,3
170,7010.0,34.1,9600.4,端午,晴,MD04_300874,-0.994521895,-0.104528463,1.22e-16,-1.0,2023,3
171,5420.0,35.7,9600.4,工作日,小雨,MD04_300874,-0.951056516,-0.309016994,1.22e-16,-1.0,2023,3
172,5630.0,35.7,9600.4,工作日,小雨,MD04_300874,-0.866025404,-0.5,1.22e-16,-1.0,2023,3
173,6078.0,35.0,9600.4,工作日,小雨,MD04_300874,-0.743144825,-0.669130606,1.22e-16,-1.0,2023,3
174,5740.0,34.0,9600.4,周末,阴,MD04_300874,-0.587785252,-0.809016994,1.22e-16,-1.0,2023,3
175,4483.0,37.4,9600.4,周末,阴,MD04_300874,-0.406736643,-0.913545458,1.22e-16,-1.0,2023,3
176,3961.0,32.4,9600.4,工作日,小雨,MD04_300874,-0.207911691,-0.978147601,1.22e-16,-1.0,2023,3
177,4767.0,29.4,9600.4,工作日,中雨,MD04_300874,5.67e-16,-1.0,1.22e-16,-1.0,2023,3
178,5477.0,30.9,9600.4,工作日,阴,MD04_300874,0.207911691,-0.978147601,1.22e-16,-1.0,2023,3
179,6110.0,36.2,9600.4,工作日,阴,MD04_300874,0.406736643,-0.913545458,1.22e-16,-1.0,2023,3
180,7366.0,27.6,9600.4,工作日,晴,MD04_300874,0.587785252,-0.809016994,1.22e-16,-1.0,2023,3
181,7406.0,29.3,9600.4,周末,中雨,MD04_300874,0.743144825,-0.669130606,1.22e-16,-1.0,2023,3
182,5564.0,38.9,9600.4,周末,晴,MD04_300874,0.866025404,-0.5,1.22e-16,-1.0,2023,3
183,6507.0,36.2,9600.4,工作日,阴,MD04_300874,0.951056516,-0.309016994,1.22e-16,-1.0,2023,3
184,5122.0,26.5,9600.4,工作日,晴,MD04_300874,0.994521895,-0.104528463,1.22e-16,-1.0,2023,3
185,4907.0,26.3,9600.4,工作日,晴,MD04_300874,0.994521895,0.104528463,1.22e-16,-1.0,2023,3
186,5173.0,27.1,9600.4,工作日,中雨,MD04_300874,0.951056516,0.309016994,1.22e-16,-1.0,2023,3
187,5289.0,34.6,9600.4,工作日,中雨,MD04_300874,0.866025404,0.5,1.22e-16,-1.0,2023,3
188,5737.0,37.1,9600.4,周末,晴,MD04_300874,0.743144825,0.669130606,1.22e-16,-1.0,2023,3
189,5156.0,37.3,9600.4,周末,阴,MD04_300874,0.587785252,0.809016994,1.22e-16,-1.0,2023,3
190,4763.0,30.9,9600.4,工作日,小雨,MD04_300874,0.406736643,0.913545458,1.22e-16,-1.0,2023,3
191,4254.0,31.5,9600.4,工作日,小雨,MD04_300874,0.207911691,0.978147601,1.22e-16,-1.0,2023,3
192,4367.0,22.6,9061.73,工作日,阴,MD04_300874,0.207911691,0.978147601,0.5,-0.866025404,2023,3
193,4569.0,31.8,9061.73,工作日,晴,MD04_300874,-1.13e-15,1.0,0.5,-0.866025404,2023,3
194,6359.0,30.5,9061.73,工作日,小雨,MD04_300874,-0.207911691,0.978147601,0.5,-0.866025404,2023,3
195,6528.0,30.7,9061.73,周末,晴,MD04_300874,-0.406736643,0.913545458,0.5,-0.866025404,2023,3
196,5451.0,24.3,9061.73,周末,小雨,MD04_300874,-0.587785252,0.809016994,0.5,-0.866025404,2023,3
197,4370.0,30.2,9061.73,工作日,晴,MD04_300874,-0.743144825,0.669130606,0.5,-0.866025404,2023,3
198,4630.0,25.5,9061.73,工作日,阴,MD04_300874,-0.866025404,0.5,0.5,-0.866025404,2023,3
199,4791.0,27.2,9061.73,工作日,晴,MD04_300874,-0.951056516,0.309016994,0.5,-0.866025404,2023,3
200,4389.0,28.7,9061.73,工作日,阴,MD04_300874,-0.994521895,0.104528463,0.5,-0.866025404,2023,3
201,5730.0,22.2,9061.73,工作日,小雨,MD04_300874,-0.994521895,-0.104528463,0.5,-0.866025404,2023,3
202,6739.0,20.4,9061.73,周末,晴,MD04_300874,-0.951056516,-0.309016994,0.5,-0.866025404,2023,3
203,5697.0,28.5,9061.73,周末,晴,MD04_300874,-0.866025404,-0.5,0.5,-0.866025404,2023,3
204,4614.0,32.0,9061.73,工作日,小雨,MD04_300874,-0.743144825,-0.669130606,0.5,-0.866025404,2023,3
205,4280.0,30.3,9061.73,工作日,小雨,MD04_300874,-0.587785252,-0.809016994,0.5,-0.866025404,2023,3
206,3709.0,23.2,9061.73,工作日,阴,MD04_300874,-0.406736643,-0.913545458,0.5,-0.866025404,2023,3
207,4818.0,29.3,9061.73,工作日,阴,MD04_300874,-0.207911691,-0.978147601,0.5,-0.866025404,2023,3
208,5851.0,31.8,9061.73,工作日,晴,MD04_300874,5.67e-16,-1.0,0.5,-0.866025404,2023,3
209,5204.0,24.8,9061.73,周末,阴,MD04_300874,0.207911691,-0.978147601,0.5,-0.866025404,2023,3
210,5286.0,23.6,9061.73,周末,晴,MD04_300874,0.406736643,-0.913545458,0.5,-0.866025404,2023,3
211,4390.0,24.7,9061.73,工作日,晴,MD04_300874,0.587785252,-0.809016994,0.5,-0.866025404,2023,3
212,4124.0,29.1,9061.73,工作日,晴,MD04_300874,0.743144825,-0.669130606,0.5,-0.866025404,2023,3
213,3626.0,25.5,9061.73,工作日,阴,MD04_300874,0.866025404,-0.5,0.5,-0.866025404,2023,3
214,4431.0,27.5,9061.73,工作日,阴,MD04_300874,0.951056516,-0.309016994,0.5,-0.866025404,2023,3
215,4485.0,27.8,9061.73,工作日,晴,MD04_300874,0.994521895,-0.104528463,0.5,-0.866025404,2023,3
216,3817.0,35.7,8807.27,工作日,小雨,MD06_300863,-1.13e-15,1.0,1.22e-16,-1.0,2023,4
217,4795.0,33.7,8807.27,工作日,中雨,MD06_300863,-0.207911691,0.978147601,1.22e-16,-1.0,2023,4
218,2586.0,37.0,8807.27,工作日,小雨,MD06_300863,-0.406736643,0.913545458,1.22e-16,-1.0,2023,4
219,3025.0,32.7,8807.27,工作日,中雨,MD06_300863,-0.587785252,0.809016994,1.22e-16,-1.0,2023,4
220,2303.0,38.9,8807.27,工作日,晴,MD06_300863,-0.743144825,0.669130606,1.22e-16,-1.0,2023,4
221,3254.0,26.2,8807.27,工作日,中雨,MD06_300863,-0.866025404,0.5,1.22e-16,-1.0,2023,4
222,2797.0,36.4,8807.27,端午,阴,MD06_300863,-0.951056516,0.309016994,1.22e-16,-1.0,2023,4
223,5843.0,33.6,8807.27,端午,中雨,MD06_300863,-0.994521895,0.104528463,1.22e-16,-1.0,2023,4
224,2961.0,33.3,8807.27,端午,中雨,MD06_300863,-0.994521895,-0.104528463,1.22e-16,-1.0,2023,4
225,2629.0,30.8,8807.27,工作日,小雨,MD06_300863,-0.951056516,-0.309016994,1.22e-16,-1.0,2023,4
226,3672.0,28.0,8807.27,工作日,晴,MD06_300863,-0.866025404,-0.5,1.22e-16,-1.0,2023,4
227,2681.0,28.5,8807.27,工作日,晴,MD06_300863,-0.743144825,-0.669130606,1.22e-16,-1.0,2023,4
228,3020.0,28.0,8807.27,周末,晴,MD06_300863,-0.587785252,-0.809016994,1.22e-16,-1.0,2023,4
229,3432.0,28.7,8807.27,周末,晴,MD06_300863,-0.406736643,-0.913545458,1.22e-16,-1.0,2023,4
230,3178.0,34.3,8807.27,工作日,中雨,MD06_300863,-0.207911691,-0.978147601,1.22e-16,-1.0,2023,4
231,2157.0,35.7,8807.27,工作日,小雨,MD06_300863,5.67e-16,-1.0,1.22e-16,-1.0,2023,4
232,3052.0,31.3,8807.27,工作日,晴,MD06_300863,0.207911691,-0.978147601,1.22e-16,-1.0,2023,4
233,2901.0,30.5,8807.27,工作日,阴,MD06_300863,0.406736643,-0.913545458,1.22e-16,-1.0,2023,4
