,Unnamed: 0,日期,历史销量,当天温度,当天油价,节假日,当时天气,item_id,,reindexed_id,节假日_embed_0,当时天气_embed_0,节假日_embed_1,当时天气_embed_1,节假日_embed_2,当时天气_embed_2,item_id_embed_0,item_id_embed_1,item_id_embed_2
6466,6466,2023/5/16,2768,0.634782609,0.419222784,工作日,晴,MD29_300874,85,74,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,0.026435263,-0.054247767,0.10657202
6431,6431,2023/4/10,2774,0.265217391,0.431966077,工作日,晴,MD29_300874,85,74,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,0.026435263,-0.054247767,0.10657202
6468,6468,2023/5/18,2780,0.695652174,0.419222784,工作日,阴,MD29_300874,85,74,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,0.026435263,-0.054247767,0.10657202
5489,5489,2023/4/30,2791,0.095652174,0,劳动节,晴,MD26_300863,85,63,-0.3833651,0.16187012,-0.057714194,0.03897214,-0.18704179,-0.612784,-0.06460236,0.02363234,0.013230689
6478,6478,2023/5/28,2807,0.273913043,0.419222784,周末,阴,MD29_300874,85,74,0.11682984,-0.3706413,-0.119455874,0.35200953,-0.08843416,-0.17355454,0.026435263,-0.054247767,0.10657202
5477,5477,2023/4/18,2814,0.382608696,0,工作日,晴,MD26_300863,85,63,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.06460236,0.02363234,0.013230689
6465,6465,2023/5/15,2829,0.639130435,0.419222784,工作日,晴,MD29_300874,85,74,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,0.026435263,-0.054247767,0.10657202
7477,7477,2023/6/18,2841,0.639130435,1,周末,晴,MD41_300873,85,85,0.11682984,0.16187012,-0.119455874,0.03897214,-0.08843416,-0.612784,-0.025462188,-0.049303547,0.071342975
7481,7481,2023/6/22,2842,0.486956522,1,端午,中雨,MD41_300873,85,85,0.27282408,0.27830893,0.44870573,-0.14739233,-0.10796219,-0.49761134,-0.025462188,-0.049303547,0.071342975
6438,6438,2023/4/17,2845,0.230434783,0.431966077,工作日,晴,MD29_300874,85,74,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,0.026435263,-0.054247767,0.10657202
7476,7476,2023/6/17,2847,0.92173913,1,周末,晴,MD41_300873,85,85,0.11682984,0.16187012,-0.119455874,0.03897214,-0.08843416,-0.612784,-0.025462188,-0.049303547,0.071342975
5523,5523,2023/6/6,2864,0.973913043,0.232541249,工作日,晴,MD26_300863,85,63,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.06460236,0.02363234,0.013230689
5487,5487,2023/4/28,2894,0.073913043,0,工作日,晴,MD26_300863,85,63,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.06460236,0.02363234,0.013230689
7417,7417,2023/4/16,2907,0.065217391,0.629336718,周末,晴,MD41_300873,85,85,0.11682984,0.16187012,-0.119455874,0.03897214,-0.08843416,-0.612784,-0.025462188,-0.049303547,0.071342975
5519,5519,2023/6/2,2928,0.695652174,0.232541249,工作日,小雨,MD26_300863,85,63,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.06460236,0.02363234,0.013230689
7484,7484,2023/6/25,2930,0.67826087,1,工作日,晴,MD41_300873,85,85,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.025462188,-0.049303547,0.071342975
5513,5513,2023/5/26,2937,0.613043478,0.106135415,工作日,晴,MD26_300863,85,63,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.06460236,0.02363234,0.013230689
7346,7346,2023/5/1,2947,0.460869565,0.106135415,劳动节,晴,MD41_300863,85,84,-0.3833651,0.16187012,-0.057714194,0.03897214,-0.18704179,-0.612784,-0.05532746,0.005151257,0.014016368
6474,6474,2023/5/24,2950,0.643478261,0.419222784,工作日,阴,MD29_300874,85,74,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,0.026435263,-0.054247767,0.10657202
5490,5490,2023/5/1,2951,0.382608696,0.106135415,劳动节,晴,MD26_300863,85,63,-0.3833651,0.16187012,-0.057714194,0.03897214,-0.18704179,-0.612784,-0.06460236,0.02363234,0.013230689
6489,6489,2023/6/10,2961,0.769565217,0.814411586,周末,小雨,MD29_300874,85,74,0.11682984,-0.45605165,-0.119455874,-0.383691,-0.08843416,0.084119916,0.026435263,-0.054247767,0.10657202
7317,7317,2023/4/1,2964,0.186956522,0,周末,晴,MD41_300863,85,84,0.11682984,0.16187012,-0.119455874,0.03897214,-0.08843416,-0.612784,-0.05532746,0.005151257,0.014016368
3115,3115,2023/4/10,2970,0.32173913,0,工作日,晴,MD0J_300863,85,36,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.05185721,0.03204371,0.045328576
5522,5522,2023/6/5,2974,0.786956522,0.232541249,工作日,中雨,MD26_300863,85,63,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,-0.06460236,0.02363234,0.013230689
7419,7419,2023/4/18,2982,0.430434783,0.629336718,工作日,晴,MD41_300873,85,85,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.025462188,-0.049303547,0.071342975
7474,7474,2023/6/15,2982,0.695652174,1,工作日,阴,MD41_300873,85,85,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.025462188,-0.049303547,0.071342975
6492,6492,2023/6/13,2986,0.930434783,0.814411586,工作日,中雨,MD29_300874,85,74,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,0.026435263,-0.054247767,0.10657202
6476,6476,2023/5/26,2988,0.308695652,0.419222784,工作日,晴,MD29_300874,85,74,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,0.026435263,-0.054247767,0.10657202
6488,6488,2023/6/9,2999,0.795652174,0.814411586,工作日,晴,MD29_300874,85,74,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,0.026435263,-0.054247767,0.10657202
6493,6493,2023/6/14,3017,0.704347826,0.814411586,工作日,中雨,MD29_300874,85,74,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,0.026435263,-0.054247767,0.10657202
7485,7485,2023/6/26,3045,0.5,1,工作日,中雨,MD41_300873,85,85,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,-0.025462188,-0.049303547,0.071342975
7355,7355,2023/5/12,3062,0.373913043,0.106135415,工作日,晴,MD41_300863,85,84,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.05532746,0.005151257,0.014016368
5507,5507,2023/5/19,3104,0.504347826,0.106135415,工作日,晴,MD26_300863,85,63,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.06460236,0.02363234,0.013230689
7450,7450,2023/5/21,3116,0.482608696,0.61297659,周末,阴,MD41_300873,85,85,0.11682984,-0.3706413,-0.119455874,0.35200953,-0.08843416,-0.17355454,-0.025462188,-0.049303547,0.071342975
7486,7486,2023/6/28,3139,0.917391304,1,工作日,小雨,MD41_300873,85,85,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.025462188,-0.049303547,0.071342975
6485,6485,2023/6/6,3142,0.969565217,0.814411586,工作日,小雨,MD29_300874,85,74,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,0.026435263,-0.054247767,0.10657202
6483,6483,2023/6/4,3156,0.839130435,0.814411586,周末,晴,MD29_300874,85,74,0.11682984,0.16187012,-0.119455874,0.03897214,-0.08843416,-0.612784,0.026435263,-0.054247767,0.10657202
5520,5520,2023/6/3,3161,0.539130435,0.232541249,周末,小雨,MD26_300863,85,63,0.11682984,-0.45605165,-0.119455874,-0.383691,-0.08843416,0.084119916,-0.06460236,0.02363234,0.013230689
6472,6472,2023/5/22,3163,0.252173913,0.419222784,工作日,阴,MD29_300874,85,74,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,0.026435263,-0.054247767,0.10657202
6479,6479,2023/5/29,3174,0.291304348,0.419222784,工作日,阴,MD29_300874,85,74,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,0.026435263,-0.054247767,0.10657202
5198,5198,2023/4/3,3179,0.143478261,0,工作日,晴,MD25_300863,85,60,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.064396665,0.013238393,0.082923405
5202,5202,2023/4/7,3184,0.3,0,工作日,晴,MD25_300863,85,60,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.064396665,0.013238393,0.082923405
7396,7396,2023/6/23,3190,0.639130435,0.232541249,端午,阴,MD41_300863,85,84,0.27282408,-0.3706413,0.44870573,0.35200953,-0.10796219,-0.17355454,-0.05532746,0.005151257,0.014016368
7354,7354,2023/5/11,3203,0.647826087,0.106135415,工作日,小雨,MD41_300863,85,84,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.05532746,0.005151257,0.014016368
9902,9902,2023/4/19,3207,0.191304348,0.431966077,工作日,晴,MD63_300874,85,113,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.050126612,0.032067575,0.009662032
5498,5498,2023/5/10,3223,0.482608696,0.106135415,工作日,阴,MD26_300863,85,63,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.06460236,0.02363234,0.013230689
6480,6480,2023/5/30,3231,0.67826087,0.419222784,工作日,小雨,MD29_300874,85,74,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,0.026435263,-0.054247767,0.10657202
5506,5506,2023/5/18,3235,0.595652174,0.106135415,工作日,小雨,MD26_300863,85,63,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.06460236,0.02363234,0.013230689
5504,5504,2023/5/16,3252,0.630434783,0.106135415,工作日,小雨,MD26_300863,85,63,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.06460236,0.02363234,0.013230689
7366,7366,2023/5/23,3263,0.391304348,0.106135415,工作日,晴,MD41_300863,85,84,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.05532746,0.005151257,0.014016368
5510,5510,2023/5/23,3264,0.273913043,0.106135415,工作日,小雨,MD26_300863,85,63,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.06460236,0.02363234,0.013230689
6455,6455,2023/5/4,3280,0.17826087,0.419222784,工作日,晴,MD29_300874,85,74,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,0.026435263,-0.054247767,0.10657202
6482,6482,2023/6/3,3285,0.617391304,0.814411586,周末,晴,MD29_300874,85,74,0.11682984,0.16187012,-0.119455874,0.03897214,-0.08843416,-0.612784,0.026435263,-0.054247767,0.10657202
6486,6486,2023/6/7,3287,0.517391304,0.814411586,工作日,中雨,MD29_300874,85,74,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,0.026435263,-0.054247767,0.10657202
6475,6475,2023/5/25,3318,0.586956522,0.419222784,工作日,阴,MD29_300874,85,74,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,0.026435263,-0.054247767,0.10657202
7434,7434,2023/5/3,3347,0.317391304,0.61297659,劳动节,小雨,MD41_300873,85,85,-0.3833651,-0.45605165,-0.057714194,-0.383691,-0.18704179,0.084119916,-0.025462188,-0.049303547,0.071342975
6464,6464,2023/5/14,3352,0.239130435,0.419222784,周末,小雨,MD29_300874,85,74,0.11682984,-0.45605165,-0.119455874,-0.383691,-0.08843416,0.084119916,0.026435263,-0.054247767,0.10657202
7375,7375,2023/6/2,3374,0.547826087,0.232541249,工作日,阴,MD41_300863,85,84,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.05532746,0.005151257,0.014016368
7373,7373,2023/5/30,3382,0.686956522,0.106135415,工作日,阴,MD41_300863,85,84,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.05532746,0.005151257,0.014016368
6450,6450,2023/4/29,3385,0.291304348,0.431966077,劳动节,晴,MD29_300874,85,74,-0.3833651,0.16187012,-0.057714194,0.03897214,-0.18704179,-0.612784,0.026435263,-0.054247767,0.10657202
7488,7488,2023/6/30,3399,0.747826087,1,工作日,中雨,MD41_300873,85,85,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,-0.025462188,-0.049303547,0.071342975
5544,5544,2023/6/29,3418,0.639130435,0.232541249,工作日,中雨,MD26_300863,85,63,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,-0.06460236,0.02363234,0.013230689
5534,5534,2023/6/19,3447,0.62173913,0.232541249,工作日,中雨,MD26_300863,85,63,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,-0.06460236,0.02363234,0.013230689
7482,7482,2023/6/23,3487,0.639130435,1,端午,阴,MD41_300873,85,85,0.27282408,-0.3706413,0.44870573,0.35200953,-0.10796219,-0.17355454,-0.025462188,-0.049303547,0.071342975
7384,7384,2023/6/11,3488,0.652173913,0.232541249,周末,小雨,MD41_300863,85,84,0.11682984,-0.45605165,-0.119455874,-0.383691,-0.08843416,0.084119916,-0.05532746,0.005151257,0.014016368
5502,5502,2023/5/14,3519,0.5,0.106135415,周末,晴,MD26_300863,85,63,0.11682984,0.16187012,-0.119455874,0.03897214,-0.08843416,-0.612784,-0.06460236,0.02363234,0.013230689
5530,5530,2023/6/14,3519,0.443478261,0.232541249,工作日,阴,MD26_300863,85,63,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.06460236,0.02363234,0.013230689
6491,6491,2023/6/12,3543,0.643478261,0.814411586,工作日,阴,MD29_300874,85,74,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,0.026435263,-0.054247767,0.10657202
5543,5543,2023/6/28,3550,0.447826087,0.232541249,工作日,阴,MD26_300863,85,63,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.06460236,0.02363234,0.013230689
6484,6484,2023/6/5,3556,0.560869565,0.814411586,工作日,晴,MD29_300874,85,74,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,0.026435263,-0.054247767,0.10657202
5499,5499,2023/5/11,3565,0.447826087,0.106135415,工作日,阴,MD26_300863,85,63,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.06460236,0.02363234,0.013230689
6487,6487,2023/6/8,3567,0.547826087,0.814411586,工作日,小雨,MD29_300874,85,74,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,0.026435263,-0.054247767,0.10657202
7378,7378,2023/6/5,3629,0.895652174,0.232541249,工作日,晴,MD41_300863,85,84,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.05532746,0.005151257,0.014016368
6457,6457,2023/5/7,3652,0.643478261,0.419222784,周末,晴,MD29_300874,85,74,0.11682984,0.16187012,-0.119455874,0.03897214,-0.08843416,-0.612784,0.026435263,-0.054247767,0.10657202
7380,7380,2023/6/7,3655,0.447826087,0.232541249,工作日,中雨,MD41_300863,85,84,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,-0.05532746,0.005151257,0.014016368
5533,5533,2023/6/17,3677,0.52173913,0.232541249,周末,晴,MD26_300863,85,63,0.11682984,0.16187012,-0.119455874,0.03897214,-0.08843416,-0.612784,-0.06460236,0.02363234,0.013230689
5204,5204,2023/4/10,3689,0.404347826,0,工作日,晴,MD25_300863,85,60,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.064396665,0.013238393,0.082923405
9884,9884,2023/4/1,3753,0.317391304,0.431966077,周末,晴,MD63_300874,85,113,0.11682984,0.16187012,-0.119455874,0.03897214,-0.08843416,-0.612784,-0.050126612,0.032067575,0.009662032
7331,7331,2023/4/16,3755,0.065217391,0,周末,晴,MD41_300863,85,84,0.11682984,0.16187012,-0.119455874,0.03897214,-0.08843416,-0.612784,-0.05532746,0.005151257,0.014016368
5537,5537,2023/6/22,3808,1,0.232541249,端午,中雨,MD26_300863,85,63,0.27282408,0.27830893,0.44870573,-0.14739233,-0.10796219,-0.49761134,-0.06460236,0.02363234,0.013230689
7432,7432,2023/5/1,3833,0.460869565,0.61297659,劳动节,晴,MD41_300873,85,85,-0.3833651,0.16187012,-0.057714194,0.03897214,-0.18704179,-0.612784,-0.025462188,-0.049303547,0.071342975
6507,6507,2023/6/28,3835,0.852173913,0.814411586,工作日,晴,MD29_300874,85,74,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,0.026435263,-0.054247767,0.10657202
5526,5526,2023/6/9,3840,0.469565217,0.232541249,工作日,中雨,MD26_300863,85,63,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,-0.06460236,0.02363234,0.013230689
7376,7376,2023/6/3,3842,0.62173913,0.232541249,周末,阴,MD41_300863,85,84,0.11682984,-0.3706413,-0.119455874,0.35200953,-0.08843416,-0.17355454,-0.05532746,0.005151257,0.014016368
7327,7327,2023/4/12,3855,0.082608696,0,工作日,晴,MD41_300863,85,84,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.05532746,0.005151257,0.014016368
6490,6490,2023/6/11,3875,0.595652174,0.814411586,周末,阴,MD29_300874,85,74,0.11682984,-0.3706413,-0.119455874,0.35200953,-0.08843416,-0.17355454,0.026435263,-0.054247767,0.10657202
5485,5485,2023/4/26,3886,0.37826087,0,工作日,晴,MD26_300863,85,63,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.06460236,0.02363234,0.013230689
7377,7377,2023/6/4,3937,0.517391304,0.232541249,周末,小雨,MD41_300863,85,84,0.11682984,-0.45605165,-0.119455874,-0.383691,-0.08843416,0.084119916,-0.05532746,0.005151257,0.014016368
9907,9907,2023/4/24,3964,0.373913043,0.431966077,工作日,晴,MD63_300874,85,113,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.050126612,0.032067575,0.009662032
7332,7332,2023/4/17,3982,0.352173913,0,工作日,晴,MD41_300863,85,84,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.05532746,0.005151257,0.014016368
7353,7353,2023/5/10,3987,0.62173913,0.106135415,工作日,小雨,MD41_300863,85,84,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.05532746,0.005151257,0.014016368
6494,6494,2023/6/15,4002,0.97826087,0.814411586,工作日,小雨,MD29_300874,85,74,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,0.026435263,-0.054247767,0.10657202
7360,7360,2023/5/17,4004,0.47826087,0.106135415,工作日,阴,MD41_300863,85,84,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.05532746,0.005151257,0.014016368
7358,7358,2023/5/15,4014,0.230434783,0.106135415,工作日,阴,MD41_300863,85,84,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.05532746,0.005151257,0.014016368
6451,6451,2023/4/30,4035,0.113043478,0.431966077,劳动节,晴,MD29_300874,85,74,-0.3833651,0.16187012,-0.057714194,0.03897214,-0.18704179,-0.612784,0.026435263,-0.054247767,0.10657202
7397,7397,2023/6/24,4047,0.760869565,0.232541249,端午,小雨,MD41_300863,85,84,0.27282408,-0.45605165,0.44870573,-0.383691,-0.10796219,0.084119916,-0.05532746,0.005151257,0.014016368
9941,9941,2023/5/30,4071,0.634782609,0.419222784,工作日,小雨,MD63_300874,85,113,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.050126612,0.032067575,0.009662032
5205,5205,2023/4/11,4082,0.286956522,0,工作日,晴,MD25_300863,85,60,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.064396665,0.013238393,0.082923405
6500,6500,2023/6/21,4087,0.643478261,0.814411586,工作日,小雨,MD29_300874,85,74,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,0.026435263,-0.054247767,0.10657202
7433,7433,2023/5/2,4095,0.404347826,0.61297659,劳动节,晴,MD41_300873,85,85,-0.3833651,0.16187012,-0.057714194,0.03897214,-0.18704179,-0.612784,-0.025462188,-0.049303547,0.071342975
6469,6469,2023/5/19,4103,0.695652174,0.419222784,工作日,小雨,MD29_300874,85,74,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,0.026435263,-0.054247767,0.10657202
5539,5539,2023/6/24,4111,0.956521739,0.232541249,端午,晴,MD26_300863,85,63,0.27282408,0.16187012,0.44870573,0.03897214,-0.10796219,-0.612784,-0.06460236,0.02363234,0.013230689
7342,7342,2023/4/27,4123,0.126086957,0,工作日,阴,MD41_300863,85,84,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.05532746,0.005151257,0.014016368
6495,6495,2023/6/16,4152,0.882608696,0.814411586,工作日,阴,MD29_300874,85,74,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,0.026435263,-0.054247767,0.10657202
6496,6496,2023/6/17,4152,0.552173913,0.814411586,周末,中雨,MD29_300874,85,74,0.11682984,0.27830893,-0.119455874,-0.14739233,-0.08843416,-0.49761134,0.026435263,-0.054247767,0.10657202
5503,5503,2023/5/15,4181,0.234782609,0.106135415,工作日,晴,MD26_300863,85,63,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.06460236,0.02363234,0.013230689
7393,7393,2023/6/20,4194,0.852173913,0.232541249,工作日,小雨,MD41_300863,85,84,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.05532746,0.005151257,0.014016368
7379,7379,2023/6/6,4196,0.9,0.232541249,工作日,小雨,MD41_300863,85,84,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.05532746,0.005151257,0.014016368
9923,9923,2023/5/11,4201,0.586956522,0.419222784,工作日,晴,MD63_300874,85,113,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.050126612,0.032067575,0.009662032
9929,9929,2023/5/17,4212,0.430434783,0.419222784,工作日,小雨,MD63_300874,85,113,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.050126612,0.032067575,0.009662032
6508,6508,2023/6/29,4218,0.513043478,0.814411586,工作日,中雨,MD29_300874,85,74,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,0.026435263,-0.054247767,0.10657202
5531,5531,2023/6/15,4232,0.982608696,0.232541249,工作日,阴,MD26_300863,85,63,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.06460236,0.02363234,0.013230689
9903,9903,2023/4/20,4259,0.065217391,0.431966077,工作日,阴,MD63_300874,85,113,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.050126612,0.032067575,0.009662032
9895,9895,2023/4/12,4289,0.043478261,0.431966077,工作日,晴,MD63_300874,85,113,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.050126612,0.032067575,0.009662032
9922,9922,2023/5/10,4294,0.273913043,0.419222784,工作日,晴,MD63_300874,85,113,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.050126612,0.032067575,0.009662032
6506,6506,2023/6/27,4305,0.469565217,0.814411586,工作日,阴,MD29_300874,85,74,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,0.026435263,-0.054247767,0.10657202
5515,5515,2023/5/29,4313,0.639130435,0.106135415,工作日,晴,MD26_300863,85,63,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.06460236,0.02363234,0.013230689
5516,5516,2023/5/30,4318,0.204347826,0.106135415,工作日,阴,MD26_300863,85,63,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.06460236,0.02363234,0.013230689
7334,7334,2023/4/19,4328,0.07826087,0,工作日,晴,MD41_300863,85,84,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.05532746,0.005151257,0.014016368
5538,5538,2023/6/23,4334,0.730434783,0.232541249,端午,晴,MD26_300863,85,63,0.27282408,0.16187012,0.44870573,0.03897214,-0.10796219,-0.612784,-0.06460236,0.02363234,0.013230689
7339,7339,2023/4/24,4340,0.339130435,0,工作日,阴,MD41_300863,85,84,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.05532746,0.005151257,0.014016368
9906,9906,2023/4/23,4355,0.3,0.431966077,工作日,阴,MD63_300874,85,113,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.050126612,0.032067575,0.009662032
7483,7483,2023/6/24,4378,0.760869565,1,端午,小雨,MD41_300873,85,85,0.27282408,-0.45605165,0.44870573,-0.383691,-0.10796219,0.084119916,-0.025462188,-0.049303547,0.071342975
7400,7400,2023/6/28,4386,0.917391304,0.232541249,工作日,小雨,MD41_300863,85,84,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.05532746,0.005151257,0.014016368
9921,9921,2023/5/9,4450,0.343478261,0.419222784,工作日,晴,MD63_300874,85,113,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.050126612,0.032067575,0.009662032
6501,6501,2023/6/22,4459,0.743478261,0.814411586,端午,小雨,MD29_300874,85,74,0.27282408,-0.45605165,0.44870573,-0.383691,-0.10796219,0.084119916,0.026435263,-0.054247767,0.10657202
9937,9937,2023/5/25,4467,0.3,0.419222784,工作日,小雨,MD63_300874,85,113,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,-0.050126612,0.032067575,0.009662032
6454,6454,2023/5/3,4473,0.4,0.419222784,劳动节,阴,MD29_300874,85,74,-0.3833651,-0.3706413,-0.057714194,0.35200953,-0.18704179,-0.17355454,0.026435263,-0.054247767,0.10657202
6504,6504,2023/6/25,4487,0.72173913,0.814411586,工作日,阴,MD29_300874,85,74,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,0.026435263,-0.054247767,0.10657202
7336,7336,2023/4/21,4496,0.204347826,0,工作日,晴,MD41_300863,85,84,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.05532746,0.005151257,0.014016368
7381,7381,2023/6/8,4501,0.460869565,0.232541249,工作日,中雨,MD41_300863,85,84,0.34693596,0.27830893,0.09961563,-0.14739233,-0.6226144,-0.49761134,-0.05532746,0.005151257,0.014016368
5532,5532,2023/6/16,4503,0.513043478,0.232541249,工作日,阴,MD26_300863,85,63,0.34693596,-0.3706413,0.09961563,0.35200953,-0.6226144,-0.17355454,-0.06460236,0.02363234,0.013230689
7506,7506,2023/4/19,4505,0.07826087,0.431966077,工作日,晴,MD41_300874,85,86,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.054294046,0.01186993,-0.000598215
9897,9897,2023/4/14,4511,0.204347826,0.431966077,工作日,晴,MD63_300874,85,113,0.34693596,0.16187012,0.09961563,0.03897214,-0.6226144,-0.612784,-0.050126612,0.032067575,0.009662032
6499,6499,2023/6/20,4516,0.565217391,0.814411586,工作日,小雨,MD29_300874,85,74,0.34693596,-0.45605165,0.09961563,-0.383691,-0.6226144,0.084119916,0.026435263,-0.054247767,0.10657202
